muhatap_kodu,odeme_bicimi,vadesi_gecmis,ort_tahsilat_gun
M4137675,Kredi Kartı,0.0,0.0
M4140980,Havale,0.0,-31.0
M4140980,Kredi Kartı,0.0,-1.0
M4141861,Kredi Kartı,0.0,0.0
M3500356,Kredi Kartı,0.0,0.0
M5200085,Kredi Kartı,0.0,0.0
M4141166,Kredi Kartı,0.0,0.0
M4141248,Kredi Kartı,0.0,0.0
M4138011,Kredi Kartı,0.0,0.0
M4142481,Havale,0.0,-1.0
M4142481,Kredi Kartı,0.0,0.0
M4140943,Kredi Kartı,0.0,0.0
M4141190,Kredi Kartı,0.0,0.0
M4141396,Kredi Kartı,0.0,-0.2
M4141396,BELIRTILMEMIS,0.0,0.0
M4141396,Havale,0.0,0.0
M4138646,Kredi Kartı,0.0,0.0
M4142218,Kredi Kartı,0.0,0.0
M4140123,Kredi Kartı,0.0,0.0
M4141384,BELIRTILMEMIS,0.0,0.0
M4141384,Kredi Kartı,0.0,0.0
M4140299,Kredi Kartı,0.0,0.0
M4130553,Kredi Kartı,0.0,0.0
M4131648,Kredi Kartı,0.0,0.0
M4131493,Kredi Kartı,0.0,0.0
M4130225,Kredi Kartı,0.0,0.0
M4131349,Havale,0.0,0.0
M4130450,Kredi Kartı,0.0,0.0
M4131689,Kredi Kartı,0.0,0.0
M4130782,Kredi Kartı,0.0,0.0
M4130753,Kredi Kartı,0.0,0.0
M4131509,Kredi Kartı,0.0,0.0
M4130403,Kredi Kartı,0.0,0.0
M4130740,Kredi Kartı,0.0,0.0
M4130740,BELIRTILMEMIS,0.0,0.0
M4130334,Kredi Kartı,0.0,0.0
M4131425,Kredi Kartı,0.0,0.0
M4131651,Kredi Kartı,0.0,0.0
M4131044,Kredi Kartı,0.0,0.0
M4131359,Kredi Kartı,0.0,0.0
M4131436,Kredi Kartı,0.0,0.0
M4131465,Kredi Kartı,0.0,0.0
M4131544,Kredi Kartı,0.0,0.0
M4131568,Kredi Kartı,0.0,0.0
M4131572,Kredi Kartı,0.0,0.0
M4131656,Kredi Kartı,0.0,-1.0
M4130246,Kredi Kartı,0.0,0.0
M4131083,Kredi Kartı,0.0,-2.0
M4131410,Kredi Kartı,0.0,0.0
M4131539,Kredi Kartı,0.0,0.0
M4131613,Kredi Kartı,0.0,0.0
M4131587,Kredi Kartı,0.0,0.0
M4131604,Kredi Kartı,0.0,0.0
M4131647,Kredi Kartı,0.0,0.0
M4131647,BELIRTILMEMIS,0.0,0.0
M4130802,Kredi Kartı,0.0,-1.0
M4130783,Kredi Kartı,0.0,0.0
M4130332,Kredi Kartı,0.0,0.0
M4130812,Kredi Kartı,0.0,0.0
M4130312,Kredi Kartı,0.0,0.0
M4130757,Kredi Kartı,0.0,0.0
M4131481,Havale,0.0,0.0
M4131481,Kredi Kartı,0.0,0.0
M4130516,Kredi Kartı,0.0,0.0
M4130343,Kredi Kartı,0.0,0.0
M4131514,Kredi Kartı,0.0,0.0
M4130819,BELIRTILMEMIS,0.0,0.0
M4130819,Kredi Kartı,0.0,0.0
M4130456,Kredi Kartı,0.0,1.17
M4130456,Havale,0.0,3.0
M4131423,Kredi Kartı,0.0,0.0
M4131532,Kredi Kartı,0.0,0.0
M4131109,Kredi Kartı,0.0,0.0
M4130273,Kredi Kartı,0.0,0.0
M4130807,Kredi Kartı,0.0,0.0
M4130378,Kredi Kartı,0.0,0.0
M4131094,Kredi Kartı,0.0,0.0
M4130240,Kredi Kartı,0.0,0.0
M4130486,Kredi Kartı,0.0,0.0
M4131711,Kredi Kartı,0.0,0.0
M4130303,Kredi Kartı,0.0,0.0
M4130141,Kredi Kartı,0.0,0.0
M4130789,Kredi Kartı,0.0,0.0
M4131354,BELIRTILMEMIS,0.0,-1.0
M4130880,Kredi Kartı,0.0,0.0
M4130374,Kredi Kartı,0.0,0.0
M4130493,Kredi Kartı,0.0,0.0
M4131519,Kredi Kartı,0.0,0.0
M4130206,Kredi Kartı,0.0,0.0
M4130395,Peşin,0.0,0.0
M4130261,Kredi Kartı,0.0,0.0
M4131681,Kredi Kartı,0.0,0.0
M4131716,Kredi Kartı,0.0,0.0
M4130140,Kredi Kartı,0.0,0.0
M4130227,Kredi Kartı,0.0,0.0
M4130379,Kredi Kartı,0.0,0.0
M4130474,Kredi Kartı,0.0,0.0
M4131115,Kredi Kartı,0.0,-1.0
M4130810,Kredi Kartı,0.0,-0.5
M4131435,Kredi Kartı,0.0,0.0
M4130313,Kredi Kartı,0.0,0.0
M4130805,Havale,0.0,0.0
M4130805,Kredi Kartı,0.0,0.0
M4130361,Kredi Kartı,0.0,0.0
M4130895,Kredi Kartı,0.0,-0.67
M4131103,Kredi Kartı,0.0,76.75
M4130883,Kredi Kartı,0.0,0.0
M4131555,Kredi Kartı,0.0,-0.12
M4130426,Kredi Kartı,0.0,0.0
M4130426,BELIRTILMEMIS,0.0,0.0
M4131668,Kredi Kartı,0.0,0.0
M4131715,Kredi Kartı,0.0,0.0
M4130443,Kredi Kartı,0.0,0.0
M4131187,Havale,0.0,0.0
M4131187,Kredi Kartı,0.0,-0.25
M4131198,Kredi Kartı,0.0,0.0
M4132350,Kredi Kartı,0.0,0.0
M4132580,Havale,0.0,-1.0
M4132858,Kredi Kartı,0.0,0.0
M4130627,Kredi Kartı,0.0,0.0
M4130527,Kredi Kartı,0.0,0.0
M4130549,Kredi Kartı,0.0,0.0
M4130576,Kredi Kartı,0.0,-0.5
M4130594,Kredi Kartı,0.0,0.0
M4130634,Kredi Kartı,0.0,0.0
M4130635,Kredi Kartı,0.0,0.0
M4130665,Kredi Kartı,0.0,0.0
M4130693,Kredi Kartı,0.0,0.0
M4130695,Kredi Kartı,0.0,0.0
M4130830,Kredi Kartı,0.0,0.0
M4130840,Kredi Kartı,0.0,0.0
M4130870,Kredi Kartı,0.0,0.0
M4130872,Kredi Kartı,0.0,0.0
M4130904,Kredi Kartı,0.0,0.0
M4132541,Kredi Kartı,0.0,0.0
M4132609,Kredi Kartı,0.0,0.0
M4132660,Kredi Kartı,0.0,4.0
M4132678,Kredi Kartı,0.0,0.0
M4132685,Kredi Kartı,0.0,0.0
M4132686,Kredi Kartı,0.0,0.0
M4132698,Kredi Kartı,0.0,0.0
M4132721,Kredi Kartı,0.0,0.0
M4132747,Kredi Kartı,0.0,0.0
M4132751,BELIRTILMEMIS,0.0,0.0
M4132773,Kredi Kartı,0.0,0.0
M4132781,BELIRTILMEMIS,0.0,-2.0
M4132814,Kredi Kartı,0.0,0.0
M4132836,Kredi Kartı,0.0,0.0
M4132854,Kredi Kartı,0.0,0.0
M4132888,Kredi Kartı,0.0,0.0
M4132906,Kredi Kartı,0.0,0.0
M4132910,Kredi Kartı,0.0,0.0
M4132922,Kredi Kartı,0.0,0.0
M4132950,Kredi Kartı,0.0,0.0
M4130656,Kredi Kartı,0.0,0.0
M4130547,Kredi Kartı,0.0,0.0
M4130556,Kredi Kartı,0.0,0.0
M4130597,Kredi Kartı,0.0,0.0
M4130600,BELIRTILMEMIS,0.0,0.0
M4130614,BELIRTILMEMIS,0.0,0.0
M4130644,Kredi Kartı,0.0,0.0
M4130647,Kredi Kartı,0.0,0.0
M4130655,Kredi Kartı,0.0,0.0
M4130709,Kredi Kartı,0.0,0.0
M4130835,Kredi Kartı,0.0,0.0
M4132881,Havale,0.0,0.0
M4133013,Kredi Kartı,0.0,0.0
M4133018,Kredi Kartı,0.0,0.0
M4133020,Kredi Kartı,0.0,0.0
M4133027,Kredi Kartı,0.0,0.0
M4133029,BELIRTILMEMIS,0.0,0.0
M4133141,Kredi Kartı,0.0,0.0
M4133150,Kredi Kartı,0.0,0.0
M4133251,Havale,0.0,0.0
M4130554,Kredi Kartı,0.0,0.0
M4130636,BELIRTILMEMIS,0.0,0.0
M4130636,Kredi Kartı,0.0,-1.0
M4132760,Kredi Kartı,0.0,0.0
M4132873,Kredi Kartı,0.0,-0.67
M4130595,Kredi Kartı,0.0,0.0
M4132610,Kredi Kartı,0.0,0.0
M4132861,Kredi Kartı,0.0,0.0
M4132981,Kredi Kartı,0.0,-4.0
M4132914,Kredi Kartı,0.0,0.0
M4130925,Kredi Kartı,0.0,0.0
M4130671,BELIRTILMEMIS,0.0,0.0
M4130671,Kredi Kartı,0.0,0.0
M4132689,Kredi Kartı,0.0,0.0
M4132579,Kredi Kartı,0.0,0.0
M4132789,Kredi Kartı,0.0,0.0
M4132839,Kredi Kartı,0.0,0.0
M4132729,Kredi Kartı,0.0,0.0
M4130906,Kredi Kartı,0.0,0.0
M4130911,Kredi Kartı,0.0,0.0
M4132681,Kredi Kartı,0.0,0.0
M4130844,Kredi Kartı,0.0,0.0
M4132611,Kredi Kartı,0.0,0.0
M4132818,Kredi Kartı,0.0,0.0
M4130684,Kredi Kartı,0.0,-3.2
M4132904,Peşin,0.0,-1.0
M4132904,Kredi Kartı,0.0,0.0
M4130705,Kredi Kartı,0.0,0.0
M4132944,Kredi Kartı,0.0,0.0
M4130603,Kredi Kartı,0.0,0.0
M4130700,Kredi Kartı,0.0,0.0
M4132902,Kredi Kartı,0.0,0.0
M4130662,Kredi Kartı,0.0,0.0
M4132862,Kredi Kartı,0.0,0.0
M4132740,Kredi Kartı,0.0,0.0
M4132740,BELIRTILMEMIS,0.0,0.0
M4132915,Kredi Kartı,0.0,0.0
M4132915,Havale,0.0,0.0
M4132617,Kredi Kartı,0.0,0.0
M4132844,Kredi Kartı,0.0,0.0
M4132844,BELIRTILMEMIS,0.0,0.0
M4132925,Kredi Kartı,0.0,0.0
M4132571,Kredi Kartı,0.0,0.0
M4132745,Kredi Kartı,0.0,0.0
M4132905,BELIRTILMEMIS,0.0,0.0
M4133009,Kredi Kartı,0.0,0.0
M4132551,Kredi Kartı,0.0,0.0
M4132711,Kredi Kartı,0.0,0.0
M4132848,Kredi Kartı,0.0,0.0
M4132974,Kredi Kartı,0.0,0.0
M4133230,Kredi Kartı,0.0,-0.5
M4132893,Kredi Kartı,0.0,0.0
M4132993,Kredi Kartı,0.0,0.0
M4132662,Kredi Kartı,0.0,6.5
M4132737,Kredi Kartı,0.0,0.0
M4132855,Kredi Kartı,0.0,0.0
M4133316,Havale,0.0,0.0
M4130640,Kredi Kartı,0.0,0.0
M4130544,Kredi Kartı,0.0,0.0
M4130544,Havale,0.0,0.0
M4132663,Kredi Kartı,0.0,0.0
M4133023,Kredi Kartı,0.0,0.0
M4133023,Havale,0.0,0.0
M4130920,Kredi Kartı,0.0,0.0
M4130846,BELIRTILMEMIS,0.0,0.0
M4130846,Kredi Kartı,0.0,0.0
M4130616,Kredi Kartı,0.0,0.0
M4130605,BELIRTILMEMIS,0.0,-11.0
M4131631,Kredi Kartı,0.0,0.0
M4130788,BELIRTILMEMIS,0.0,0.0
M4130788,Kredi Kartı,0.0,0.0
M4131473,BELIRTILMEMIS,0.0,0.0
M4130391,Kredi Kartı,0.0,0.0
M4130347,BELIRTILMEMIS,0.0,78.75
M4130347,Kredi Kartı,0.0,0.0
M4130245,BELIRTILMEMIS,0.0,0.0
M4130245,Kredi Kartı,0.0,0.0
M4131708,Kredi Kartı,0.0,-0.25
M4133054,Kredi Kartı,0.0,-0.25
M4131735,Kredi Kartı,0.0,0.0
M4131736,Kredi Kartı,0.0,0.0
M4131737,Kredi Kartı,0.0,0.0
M4131776,Kredi Kartı,0.0,0.0
M4131785,Kredi Kartı,0.0,0.0
M4131800,Kredi Kartı,0.0,0.0
M4131806,Kredi Kartı,0.0,0.0
M4131835,Kredi Kartı,0.0,0.0
M4131836,Havale,0.0,0.0
M4131854,Havale,0.0,-2.0
M4131855,Kredi Kartı,0.0,0.0
M4131898,Kredi Kartı,0.0,0.0
M4131958,Kredi Kartı,0.0,0.0
M4132378,BELIRTILMEMIS,0.0,1.0
M4132378,Kredi Kartı,0.0,0.0
M4132446,Kredi Kartı,0.0,0.0
M4133034,Kredi Kartı,0.0,0.0
M4133069,Kredi Kartı,0.0,0.0
M4131787,Kredi Kartı,0.0,0.0
M4131891,Kredi Kartı,0.0,0.0
M4131942,Kredi Kartı,0.0,1.0
M4131957,Kredi Kartı,0.0,0.0
M4133056,BELIRTILMEMIS,0.0,0.0
M4132174,BELIRTILMEMIS,0.0,0.5
M4132174,Kredi Kartı,0.0,0.0
M4131764,BELIRTILMEMIS,0.0,0.0
M4131764,Kredi Kartı,0.0,0.0
M4131755,Kredi Kartı,0.0,0.0
M4131862,Havale,0.0,0.0
M4133066,Kredi Kartı,0.0,0.0
M4132008,Kredi Kartı,0.0,0.0
M4132188,Kredi Kartı,0.0,0.0
M4132192,Kredi Kartı,0.0,0.0
M4132176,Kredi Kartı,0.0,0.0
M4131970,Kredi Kartı,0.0,0.0
M4131739,Kredi Kartı,0.0,0.0
M4133064,BELIRTILMEMIS,0.0,0.0
M4133064,Kredi Kartı,0.0,0.0
M4132161,Kredi Kartı,0.0,0.0
M4131805,Kredi Kartı,0.0,0.0
M4131830,Kredi Kartı,0.0,0.0
M4131830,BELIRTILMEMIS,0.0,-2.0
M4132085,Havale,0.0,0.0
M4132085,BELIRTILMEMIS,0.0,0.0
M4132085,Kredi Kartı,0.0,0.0
M4131812,Kredi Kartı,0.0,0.0
M4131886,Havale,0.0,0.0
M4131842,Kredi Kartı,0.0,0.0
M4131945,Kredi Kartı,0.0,0.0
M4131808,BELIRTILMEMIS,0.0,0.0
M4131861,Kredi Kartı,0.0,0.0
M4131783,Kredi Kartı,0.0,0.0
M4131819,Kredi Kartı,0.0,0.0
M4131866,Kredi Kartı,0.0,0.0
M4131875,Kredi Kartı,0.0,0.0
M4131833,Havale,0.0,0.0
M4131774,Kredi Kartı,0.0,0.0
M4131827,Kredi Kartı,0.0,0.0
M4131837,Kredi Kartı,0.0,0.0
M4131845,Kredi Kartı,0.0,0.0
M4131851,Kredi Kartı,0.0,-2.0
M4131921,Kredi Kartı,0.0,0.0
M4132021,Kredi Kartı,0.0,210.5
M4132021,Havale,0.0,0.0
M4132317,Kredi Kartı,0.0,0.0
M4132413,Kredi Kartı,0.0,0.0
M4132413,Havale,0.0,0.0
M4132413,Peşin,0.0,1.0
M4132195,Kredi Kartı,0.0,0.0
M4132242,Kredi Kartı,0.0,0.0
M4132435,Kredi Kartı,0.0,0.5
M4132283,BELIRTILMEMIS,0.0,0.0
M4132283,Kredi Kartı,0.0,0.0
M4132275,Kredi Kartı,0.0,155.0
M4132275,Havale,0.0,0.0
M4131849,Kredi Kartı,0.0,0.0
M4130851,BELIRTILMEMIS,0.0,0.0
M4130851,Havale,0.0,0.0
M4130851,Kredi Kartı,0.0,0.0
M4130874,Kredi Kartı,0.0,0.0
M4132787,Kredi Kartı,0.0,0.0
M4130707,BELIRTILMEMIS,0.0,0.0
M4130707,Kredi Kartı,0.0,0.0
M4130722,Kredi Kartı,0.0,0.0
M4130580,Kredi Kartı,0.0,0.0
M4130861,Kredi Kartı,0.0,0.0
M4132574,Kredi Kartı,0.0,0.0
M4132574,BELIRTILMEMIS,0.0,0.0
M4131871,Kredi Kartı,0.0,0.0
M4131811,Kredi Kartı,0.0,0.0
M4131857,Kredi Kartı,0.0,0.0
M4139051,BELIRTILMEMIS,0.0,0.0
M4139051,Kredi Kartı,0.0,0.0
M4126974,Havale,0.0,0.0
M4126974,BELIRTILMEMIS,0.0,0.0
M4126974,Kredi Kartı,0.0,0.0
M4127044,Kredi Kartı,0.0,0.0
M4129994,Kredi Kartı,0.0,0.0
M4129994,BELIRTILMEMIS,0.0,0.0
M4128586,BELIRTILMEMIS,0.0,0.0
M4128514,Havale,0.0,-0.67
M4128514,Kredi Kartı,0.0,0.0
M4129594,BELIRTILMEMIS,0.0,0.0
M4126930,Peşin,0.0,0.0
M4127982,BELIRTILMEMIS,0.0,0.0
M4128023,Kredi Kartı,0.0,0.0
M4127847,BELIRTILMEMIS,0.0,0.0
M4128046,BELIRTILMEMIS,0.0,0.0
M4128328,BELIRTILMEMIS,0.0,0.0
M4127883,BELIRTILMEMIS,0.0,0.0
M4127889,BELIRTILMEMIS,0.0,0.0
M4128147,BELIRTILMEMIS,0.0,0.0
M4128335,BELIRTILMEMIS,0.0,0.0
M4128004,BELIRTILMEMIS,0.0,0.0
M4128004,BELIRTILMEMIS,0.0,-5.0
M4127923,Kredi Kartı,0.0,0.0
M4127923,BELIRTILMEMIS,0.0,1.0
M4127985,Kredi Kartı,0.0,0.0
M4128377,BELIRTILMEMIS,0.0,0.0
M4128377,Kredi Kartı,0.0,0.0
M4128502,BELIRTILMEMIS,0.0,0.0
M4128502,Kredi Kartı,0.0,0.0
M4128502,BELIRTILMEMIS,0.0,0.0
M4127833,BELIRTILMEMIS,0.0,0.0
M4127833,Kredi Kartı,0.0,0.0
M4127955,Kredi Kartı,0.0,-0.43
M4127955,BELIRTILMEMIS,0.0,0.0
M4129128,Kredi Kartı,0.0,0.0
M4129128,BELIRTILMEMIS,0.0,0.0
M4129323,BELIRTILMEMIS,0.0,0.0
M4129402,BELIRTILMEMIS,0.0,0.0
M4129430,BELIRTILMEMIS,0.0,0.0
M4129441,BELIRTILMEMIS,0.0,0.0
M4129451,BELIRTILMEMIS,0.0,0.0
M4129516,BELIRTILMEMIS,0.0,0.0
M4129839,Kredi Kartı,0.0,0.0
M4129843,Kredi Kartı,0.0,0.0
M4129875,Kredi Kartı,0.0,0.0
M4129892,Kredi Kartı,0.0,0.0
M4130098,Kredi Kartı,0.0,-0.5
M4130103,Kredi Kartı,0.0,0.0
M4129348,Kredi Kartı,0.0,0.0
M4129348,BELIRTILMEMIS,0.0,0.0
M4129788,Kredi Kartı,0.0,0.0
M4129746,BELIRTILMEMIS,0.0,0.0
M4129785,Kredi Kartı,0.0,0.0
M4129438,BELIRTILMEMIS,0.0,0.0
M4129953,Kredi Kartı,0.0,0.0
M4129976,Kredi Kartı,0.0,0.0
M4129754,Kredi Kartı,0.0,0.0
M4129887,Kredi Kartı,0.0,0.0
M4127365,BELIRTILMEMIS,0.0,0.0
M4127343,BELIRTILMEMIS,0.0,0.0
M4126929,Kredi Kartı,0.0,0.0
M4126932,Kredi Kartı,0.0,0.0
M4127143,BELIRTILMEMIS,0.0,0.0
M4127278,BELIRTILMEMIS,0.0,0.0
M4127377,BELIRTILMEMIS,0.0,0.0
M4127235,BELIRTILMEMIS,0.0,0.0
M4127014,Kredi Kartı,0.0,0.0
M4127195,BELIRTILMEMIS,0.0,0.0
M4129536,BELIRTILMEMIS,0.0,0.0
M4127618,BELIRTILMEMIS,0.0,0.0
M4127110,BELIRTILMEMIS,0.0,0.0
M4127213,BELIRTILMEMIS,0.0,0.0
M4127601,BELIRTILMEMIS,0.0,0.0
M4129619,Peşin,0.0,0.0
M4129619,BELIRTILMEMIS,0.0,0.0
M4127569,BELIRTILMEMIS,0.0,0.0
M4127569,Kredi Kartı,0.0,0.0
M4126951,Peşin,0.0,0.0
M4126985,BELIRTILMEMIS,0.0,0.0
M4126985,Peşin,0.0,0.0
M4127437,BELIRTILMEMIS,0.0,0.0
M4127487,BELIRTILMEMIS,0.0,0.0
M4127596,BELIRTILMEMIS,0.0,0.0
M4127692,BELIRTILMEMIS,0.0,0.0
M4129696,BELIRTILMEMIS,0.0,0.0
M4129683,Kredi Kartı,0.0,0.0
M4126923,Havale,0.0,43.0
M4126923,Peşin,0.0,0.0
M4126923,Kredi Kartı,0.0,0.0
M4127233,BELIRTILMEMIS,0.0,0.0
M4129679,BELIRTILMEMIS,0.0,0.0
M4129679,Kredi Kartı,0.0,0.0
M4126995,BELIRTILMEMIS,0.0,0.0
M4126995,Kredi Kartı,0.0,0.0
M4127006,Kredi Kartı,0.0,0.0
M4127006,BELIRTILMEMIS,0.0,0.0
M4127065,Kredi Kartı,0.0,0.0
M4127449,Peşin,0.0,0.0
M4127449,BELIRTILMEMIS,0.0,0.0
M4127548,BELIRTILMEMIS,0.0,0.0
M4127631,Kredi Kartı,0.0,0.0
M4127631,BELIRTILMEMIS,0.0,0.0
M4126965,Kredi Kartı,0.0,0.0
M4126965,Peşin,0.0,4.0
M4127036,Kredi Kartı,0.0,53.0
M4127036,BELIRTILMEMIS,0.0,0.0
M4128263,BELIRTILMEMIS,0.0,0.0
M4128263,Kredi Kartı,0.0,0.0
M4127712,Kredi Kartı,0.0,0.0
M4127712,BELIRTILMEMIS,0.0,0.0
M4127712,BELIRTILMEMIS,0.0,0.0
M4127144,BELIRTILMEMIS,0.0,54.8
M4127144,Kredi Kartı,0.0,0.0
M4127374,BELIRTILMEMIS,0.0,0.0
M4127374,Kredi Kartı,0.0,0.0
M4127279,Kredi Kartı,0.0,0.0
M4127279,BELIRTILMEMIS,0.0,0.0
M4128972,BELIRTILMEMIS,0.0,0.0
M4128981,BELIRTILMEMIS,0.0,0.0
M4128988,BELIRTILMEMIS,0.0,0.0
M4129024,BELIRTILMEMIS,0.0,0.0
M4129026,BELIRTILMEMIS,0.0,0.0
M4129035,BELIRTILMEMIS,0.0,0.0
M4129037,BELIRTILMEMIS,0.0,0.0
M4129040,BELIRTILMEMIS,0.0,0.0
M4129041,BELIRTILMEMIS,0.0,0.0
M4129055,BELIRTILMEMIS,0.0,0.0
M4129063,BELIRTILMEMIS,0.0,0.0
M4129065,BELIRTILMEMIS,0.0,0.0
M4129068,BELIRTILMEMIS,0.0,0.0
M4129078,BELIRTILMEMIS,0.0,0.0
M4129092,BELIRTILMEMIS,0.0,1.0
M4129094,BELIRTILMEMIS,0.0,0.0
M4129095,BELIRTILMEMIS,0.0,0.0
M4129098,BELIRTILMEMIS,0.0,0.0
M4129117,BELIRTILMEMIS,0.0,0.0
M4129121,BELIRTILMEMIS,0.0,0.0
M4129123,BELIRTILMEMIS,0.0,0.0
M4129124,BELIRTILMEMIS,0.0,0.0
M4129131,BELIRTILMEMIS,0.0,0.0
M4129134,BELIRTILMEMIS,0.0,0.0
M4129138,BELIRTILMEMIS,0.0,0.0
M4129141,Kredi Kartı,0.0,0.0
M4129141,BELIRTILMEMIS,0.0,0.0
M4129156,BELIRTILMEMIS,0.0,0.0
M4129166,BELIRTILMEMIS,0.0,0.0
M4129167,BELIRTILMEMIS,0.0,0.0
M4129171,BELIRTILMEMIS,0.0,0.0
M4129172,BELIRTILMEMIS,0.0,0.0
M4129183,BELIRTILMEMIS,0.0,0.0
M4129189,BELIRTILMEMIS,0.0,0.0
M4129191,BELIRTILMEMIS,0.0,0.0
M4129193,BELIRTILMEMIS,0.0,0.0
M4129200,BELIRTILMEMIS,0.0,0.0
M4129211,BELIRTILMEMIS,0.0,0.0
M4129239,BELIRTILMEMIS,0.0,0.0
M4129263,BELIRTILMEMIS,0.0,0.0
M4129269,BELIRTILMEMIS,0.0,0.0
M4129340,BELIRTILMEMIS,0.0,0.0
M4129896,BELIRTILMEMIS,0.0,12.0
M4128902,BELIRTILMEMIS,0.0,0.0
M4128563,BELIRTILMEMIS,0.0,0.0
M4128568,BELIRTILMEMIS,0.0,0.0
M4129462,Kredi Kartı,0.0,0.0
M4129462,BELIRTILMEMIS,0.0,0.0
M4128677,Havale,0.0,0.0
M4128677,Kredi Kartı,0.0,0.0
M4129816,BELIRTILMEMIS,0.0,0.25
M4129463,BELIRTILMEMIS,0.0,0.0
M4130070,Kredi Kartı,0.0,0.0
M4129387,BELIRTILMEMIS,0.0,0.0
M4129844,Kredi Kartı,0.0,0.0
M4130019,BELIRTILMEMIS,0.0,1.0
M4130085,Kredi Kartı,0.0,0.0
M4129917,Havale,0.0,0.0
M4129917,Kredi Kartı,0.0,0.0
M4130106,Kredi Kartı,0.0,0.0
M4129474,Kredi Kartı,0.0,0.0
M4129833,Havale,0.0,0.0
M4129439,BELIRTILMEMIS,0.0,1.0
M4128744,BELIRTILMEMIS,0.0,0.0
M4128793,Kredi Kartı,0.0,0.0
M4129381,BELIRTILMEMIS,0.0,0.0
M4130020,Havale,0.0,0.0
M4130056,Kredi Kartı,0.0,-3.0
M4130068,Kredi Kartı,0.0,0.0
M4128526,BELIRTILMEMIS,0.0,0.0
M4128599,BELIRTILMEMIS,0.0,0.0
M4128617,BELIRTILMEMIS,0.0,0.0
M4128746,Peşin,0.0,0.0
M4128746,BELIRTILMEMIS,0.0,0.0
M4128714,BELIRTILMEMIS,0.0,0.0
M4128774,BELIRTILMEMIS,0.0,0.0
M4129753,Kredi Kartı,0.0,0.0
M4129456,BELIRTILMEMIS,0.0,0.0
M4129784,Kredi Kartı,0.0,0.0
M4129481,BELIRTILMEMIS,0.0,0.0
M4129332,Kredi Kartı,0.0,0.0
M4129624,BELIRTILMEMIS,0.0,0.0
M4129624,Kredi Kartı,0.0,0.0
M4129726,Kredi Kartı,0.0,0.0
M4129663,BELIRTILMEMIS,0.0,0.0
M4129328,BELIRTILMEMIS,0.0,0.0
M4129328,BELIRTILMEMIS,0.0,0.0
M4129513,BELIRTILMEMIS,0.0,0.0
M4129513,Kredi Kartı,0.0,0.0
M4128721,Kredi Kartı,0.0,0.0
M4128721,BELIRTILMEMIS,0.0,0.0
M4129763,Kredi Kartı,0.0,-0.83
M4129763,Havale,0.0,0.0
M4129763,BELIRTILMEMIS,0.0,0.0
M4129337,Kredi Kartı,0.0,0.0
M4129337,BELIRTILMEMIS,0.0,0.0
M4126980,BELIRTILMEMIS,0.0,0.0
M4126980,Kredi Kartı,0.01,0.0
M4126980,Peşin,0.0,0.0
M4128274,Kredi Kartı,0.0,0.0
M4128274,BELIRTILMEMIS,0.0,0.0
M4125596,Kredi Kartı,0.0,0.0
M4125596,BELIRTILMEMIS,0.0,0.0
M4129278,BELIRTILMEMIS,0.0,0.0
M4129288,BELIRTILMEMIS,0.0,0.0
M4129292,BELIRTILMEMIS,0.0,0.0
M4129300,Kredi Kartı,0.0,0.0
M4129300,BELIRTILMEMIS,0.0,0.0
M4129300,BELIRTILMEMIS,0.0,0.0
M4129143,BELIRTILMEMIS,0.0,0.5
M4128957,BELIRTILMEMIS,0.0,0.0
M4129014,BELIRTILMEMIS,0.0,0.0
M4129030,BELIRTILMEMIS,0.0,0.0
M4129030,BELIRTILMEMIS,0.0,0.0
M4129033,BELIRTILMEMIS,0.0,0.0
M4129082,BELIRTILMEMIS,0.0,0.0
M4129155,BELIRTILMEMIS,0.0,0.0
M4129190,BELIRTILMEMIS,0.0,0.0
M4129294,Kredi Kartı,0.0,0.0
M4129294,BELIRTILMEMIS,0.0,0.0
M4129290,Kredi Kartı,0.0,0.0
M4129290,BELIRTILMEMIS,0.0,0.0
M4125202,Kredi Kartı,0.0,0.0
M4125202,BELIRTILMEMIS,0.0,0.0
M4124138,Kredi Kartı,0.0,0.0
M4124437,BELIRTILMEMIS,0.0,0.0
M4129084,BELIRTILMEMIS,0.0,0.0
M4129084,Kredi Kartı,0.0,0.0
M4128953,BELIRTILMEMIS,0.0,0.0
M4128953,BELIRTILMEMIS,0.0,0.0
M4129245,BELIRTILMEMIS,0.0,0.0
M4129245,BELIRTILMEMIS,0.0,0.0
M4129149,Kredi Kartı,0.0,0.0
M4129149,BELIRTILMEMIS,0.0,0.0
M4129152,Kredi Kartı,0.0,0.0
M4129152,BELIRTILMEMIS,0.0,0.0
M4129195,BELIRTILMEMIS,0.0,0.0
M4129195,Kredi Kartı,0.0,0.0
M4129073,BELIRTILMEMIS,0.0,0.0
M4129232,BELIRTILMEMIS,0.0,0.0
M4129315,BELIRTILMEMIS,0.0,0.0
M4128956,BELIRTILMEMIS,0.0,0.0
M4128956,Havale,0.0,-14.0
M4128958,BELIRTILMEMIS,0.0,0.0
M4128970,BELIRTILMEMIS,0.0,0.0
M4125155,BELIRTILMEMIS,0.0,-1.0
M4128644,BELIRTILMEMIS,0.0,-0.5
M4128952,BELIRTILMEMIS,0.0,0.0
M4129086,BELIRTILMEMIS,0.0,0.0
M4128633,BELIRTILMEMIS,0.0,0.0
M4129285,Havale,0.0,0.0
