muhatap_kodu,odeme_bicimi,vadesi_gecmis,ort_tahsilat_gun
M4141770,Kredi Kartı,0.0,0.0
M4141772,Kredi Kartı,0.0,0.0
M4141773,Kredi Kartı,0.0,0.0
M4141774,BELIRTILMEMIS,0.0,0.0
M4141776,Kredi Kartı,0.0,0.0
M4141765,Kredi Kartı,0.0,0.0
M4141781,Kredi Kartı,0.0,0.0
M4141788,Kredi Kartı,0.0,0.0
M4141789,Kredi Kartı,0.0,0.0
M4141760,Havale,0.0,-4.0
M4141794,Kredi Kartı,0.0,0.0
M4141795,Kredi Kartı,0.0,0.0
M4141803,Kredi Kartı,0.0,0.0
M4141808,Kredi Kartı,0.0,0.0
M4141811,BELIRTILMEMIS,0.0,0.0
M4141812,Kredi Kartı,0.0,0.0
M4141814,Kredi Kartı,0.0,0.0
M4141816,Kredi Kartı,0.0,0.0
M4141821,Kredi Kartı,0.0,0.0
M4141818,Kredi Kartı,0.0,0.0
M4141824,Kredi Kartı,0.0,0.0
M4141827,Havale,0.0,0.0
M4141829,Kredi Kartı,0.0,-2.0
M4141853,Kredi Kartı,0.0,0.0
M4141859,Kredi Kartı,0.0,0.0
M4141874,Kredi Kartı,0.0,0.0
M4141875,Kredi Kartı,0.0,0.0
M4141904,Kredi Kartı,0.0,0.0
M4141902,Kredi Kartı,0.0,0.0
M4141911,BELIRTILMEMIS,0.0,0.0
M4141920,Kredi Kartı,0.0,0.0
M4141921,Kredi Kartı,0.0,0.0
M4141925,Kredi Kartı,0.0,0.0
M4141949,Kredi Kartı,0.0,0.0
M4141958,Kredi Kartı,0.0,0.0
M4141963,Kredi Kartı,0.0,0.0
M4141969,Kredi Kartı,0.0,0.0
M4141970,Kredi Kartı,0.0,0.0
M4141971,Kredi Kartı,0.0,0.0
M4141972,Kredi Kartı,0.0,0.0
M4141978,Havale,0.0,0.0
M4141998,BELIRTILMEMIS,0.0,0.0
M4142003,Kredi Kartı,0.0,0.0
M4142018,Kredi Kartı,0.0,0.0
M4142021,Kredi Kartı,0.0,0.0
M4142022,Kredi Kartı,0.0,0.0
M4142024,Kredi Kartı,0.0,0.0
M4142023,Kredi Kartı,0.0,0.0
M4142038,Kredi Kartı,0.0,0.0
M4142048,Kredi Kartı,0.0,0.0
M4142050,BELIRTILMEMIS,0.0,0.0
M4142056,Kredi Kartı,0.0,0.0
M4142057,BELIRTILMEMIS,0.0,0.0
M4142061,Kredi Kartı,0.0,0.0
M4142078,Kredi Kartı,0.0,0.0
M4142087,Kredi Kartı,0.0,0.0
M4142101,Kredi Kartı,0.0,0.0
M4142109,Kredi Kartı,0.0,0.0
M4142115,Kredi Kartı,0.0,0.0
M4142117,Kredi Kartı,0.0,0.0
M4142128,Kredi Kartı,0.0,0.0
M4142129,Kredi Kartı,0.0,0.0
M4142130,Kredi Kartı,0.0,0.0
M4142145,BELIRTILMEMIS,0.0,0.0
M4142149,Kredi Kartı,0.0,0.0
M4142150,Kredi Kartı,0.0,0.0
M4142152,Havale,0.0,0.0
M4142153,Kredi Kartı,0.0,0.0
M4142161,Kredi Kartı,0.0,0.0
M4142177,Kredi Kartı,0.0,0.0
M4142184,Kredi Kartı,0.0,0.0
M4142216,Kredi Kartı,0.0,0.0
M4142221,Kredi Kartı,0.0,0.0
M4142224,Kredi Kartı,0.0,0.0
M4142235,Kredi Kartı,0.0,0.0
M4142250,BELIRTILMEMIS,0.0,0.0
M4142263,Kredi Kartı,0.0,0.0
M4142270,Kredi Kartı,0.0,0.0
M4142281,Kredi Kartı,0.0,0.0
M4142296,Kredi Kartı,0.0,0.0
M4142295,BELIRTILMEMIS,0.0,0.0
M4142340,Kredi Kartı,0.0,0.0
M4142351,Kredi Kartı,0.0,0.0
M4142355,Kredi Kartı,0.0,0.0
M4142353,Kredi Kartı,0.0,0.0
M4142383,BELIRTILMEMIS,0.0,0.0
M4142387,Kredi Kartı,0.0,0.0
M4142398,Kredi Kartı,0.0,0.0
M4142409,BELIRTILMEMIS,0.0,0.0
M4142411,Havale,0.0,0.0
M4142446,Kredi Kartı,0.0,0.0
M4142448,Kredi Kartı,0.0,0.0
M4142451,Kredi Kartı,0.0,0.0
M4142468,Kredi Kartı,0.0,0.0
M4142470,Kredi Kartı,0.0,0.0
M4142473,Kredi Kartı,0.0,0.0
M4142474,Kredi Kartı,0.0,0.0
M4142478,Kredi Kartı,0.0,0.0
M4142488,Kredi Kartı,0.0,0.0
M4142511,BELIRTILMEMIS,0.0,0.0
M4142547,Kredi Kartı,0.0,0.0
M4142551,BELIRTILMEMIS,0.0,0.0
M4142586,Kredi Kartı,0.0,0.0
M4142603,Kredi Kartı,0.0,0.0
M4142612,Kredi Kartı,0.0,0.0
M4142601,Kredi Kartı,0.0,0.0
M4142625,BELIRTILMEMIS,0.0,0.0
M4142639,Kredi Kartı,0.0,0.0
M4142674,Kredi Kartı,0.0,0.0
M4142684,Kredi Kartı,0.0,0.0
M4142690,Kredi Kartı,0.0,0.0
M4142707,Kredi Kartı,0.0,0.0
M4142712,Kredi Kartı,0.0,0.0
M4142721,Kredi Kartı,0.0,0.0
M4142729,Kredi Kartı,0.0,0.0
M4142751,Havale,0.0,0.0
M4142785,Kredi Kartı,0.0,0.0
M4142801,Kredi Kartı,0.0,0.0
M4142810,Kredi Kartı,0.0,0.0
M4142838,Kredi Kartı,0.0,0.0
M4142847,Kredi Kartı,0.0,0.0
M4142850,Kredi Kartı,0.0,0.0
M4142874,BELIRTILMEMIS,0.0,0.0
M4142876,BELIRTILMEMIS,0.0,0.0
M4142885,Kredi Kartı,0.0,0.0
M4142886,Kredi Kartı,0.0,0.0
M4142893,Kredi Kartı,0.0,0.0
M4142905,Kredi Kartı,0.0,0.0
M4142936,BELIRTILMEMIS,0.0,0.0
M4142939,Kredi Kartı,0.0,0.0
M4142949,Kredi Kartı,0.0,0.0
M4142975,Kredi Kartı,0.0,0.0
M4142986,Kredi Kartı,0.0,0.0
M4143025,Kredi Kartı,0.0,0.0
M4143029,Kredi Kartı,0.0,0.0
M4143030,Kredi Kartı,0.0,0.0
M4143031,Kredi Kartı,0.0,0.0
M4143081,Kredi Kartı,0.0,0.0
M4143092,Kredi Kartı,0.0,0.0
M4143094,Kredi Kartı,0.0,0.0
M4143093,Kredi Kartı,0.0,0.0
M4143104,Kredi Kartı,0.0,0.0
M4143155,Kredi Kartı,0.0,0.0
M4143178,Kredi Kartı,0.0,0.0
M4143179,Kredi Kartı,0.0,0.0
M4143180,Kredi Kartı,0.0,0.0
M4143234,Kredi Kartı,0.0,0.0
M4143258,BELIRTILMEMIS,0.0,0.0
M4143277,Kredi Kartı,0.0,0.0
M4143288,Kredi Kartı,0.0,0.0
M4143301,Kredi Kartı,0.0,0.0
M4143300,Kredi Kartı,0.0,0.0
M4143310,Kredi Kartı,0.0,0.0
M4143281,Havale,0.0,0.0
M4143332,Kredi Kartı,0.0,0.0
M4143357,Kredi Kartı,0.0,0.0
M4143351,Havale,0.0,0.0
M4143390,Kredi Kartı,0.0,0.0
M4143393,Kredi Kartı,0.0,0.0
M4143404,BELIRTILMEMIS,0.0,0.0
M4143408,Kredi Kartı,0.0,0.0
M4143424,Kredi Kartı,0.0,0.0
M4143423,Kredi Kartı,0.0,0.0
M4143432,BELIRTILMEMIS,0.0,0.0
M4143456,Kredi Kartı,0.0,0.0
M4143450,Kredi Kartı,0.0,0.0
M4143468,Kredi Kartı,0.0,0.0
M4143484,Kredi Kartı,0.0,0.0
M4143489,Kredi Kartı,0.0,0.0
M4143504,Kredi Kartı,0.0,0.0
M4143519,Kredi Kartı,0.0,0.0
M4143688,Kredi Kartı,0.0,0.0
M4143685,BELIRTILMEMIS,0.0,0.0
M4143694,Kredi Kartı,0.0,0.0
M4143706,Kredi Kartı,0.0,0.0
M4143724,Kredi Kartı,0.0,0.0
M4143727,Kredi Kartı,0.0,0.0
M4143731,Kredi Kartı,0.0,0.0
M4143744,Kredi Kartı,0.0,0.0
M4143751,Kredi Kartı,0.0,0.0
M4143753,Kredi Kartı,0.0,0.0
M4143754,Kredi Kartı,0.0,0.0
M4143758,Kredi Kartı,0.0,0.0
M4143770,Kredi Kartı,0.0,0.0
M4143777,Kredi Kartı,0.0,0.0
M4143798,Kredi Kartı,0.0,0.0
M4143799,Kredi Kartı,0.0,0.0
M4143805,Kredi Kartı,0.0,0.0
M4143804,Kredi Kartı,0.0,0.0
M4143818,Kredi Kartı,0.0,0.0
M4143831,Kredi Kartı,0.0,0.0
M4143853,Kredi Kartı,0.0,0.0
M4143857,Kredi Kartı,0.0,0.0
M4143863,Havale,0.0,0.0
M4143869,Kredi Kartı,0.0,0.0
M4143877,Havale,0.0,0.0
M4143879,Kredi Kartı,0.0,0.0
M4143928,Kredi Kartı,0.0,0.0
M4143945,Kredi Kartı,0.0,0.0
M4143959,Kredi Kartı,0.0,0.0
M4143960,Kredi Kartı,0.0,0.0
M4143963,Kredi Kartı,0.0,0.0
M4143993,Kredi Kartı,0.0,0.0
M4144016,Kredi Kartı,0.0,0.0
M4144017,Kredi Kartı,0.0,0.0
M4144023,Kredi Kartı,0.0,0.0
M4144025,Kredi Kartı,0.0,0.0
M4144031,Kredi Kartı,0.0,0.0
M4144035,Havale,0.0,0.0
M4144039,Kredi Kartı,0.0,0.0
M4144046,Kredi Kartı,0.0,0.0
M4144049,Kredi Kartı,0.0,0.0
M4144054,Havale,0.0,0.0
M4144078,Kredi Kartı,0.0,0.0
M4144079,Kredi Kartı,0.0,0.0
M4144091,Kredi Kartı,0.0,0.0
M4144098,Kredi Kartı,0.0,0.0
M4144107,Kredi Kartı,0.0,0.0
M4144108,Kredi Kartı,0.0,0.0
M4144109,Kredi Kartı,0.0,0.0
M4144121,Kredi Kartı,0.0,0.0
M4144123,Kredi Kartı,0.0,0.0
M4144127,Havale,0.0,0.0
M4144131,Kredi Kartı,0.0,0.0
M4144149,BELIRTILMEMIS,0.0,0.0
M4144150,BELIRTILMEMIS,0.0,0.0
M4144180,Kredi Kartı,0.0,0.0
M4144189,Kredi Kartı,0.0,0.0
M4144184,Kredi Kartı,0.0,0.0
M4144195,Kredi Kartı,0.0,0.0
M4144198,Kredi Kartı,0.0,0.0
M4144210,Kredi Kartı,0.0,0.0
M4144222,Kredi Kartı,0.0,0.0
M4144220,Kredi Kartı,0.0,0.0
M4144240,Kredi Kartı,0.0,0.0
M4144246,Kredi Kartı,0.0,0.0
M4144258,Kredi Kartı,0.0,0.0
M4144302,Kredi Kartı,0.0,0.0
M4144300,Kredi Kartı,0.0,0.0
M4144317,Kredi Kartı,0.0,0.0
M4144337,Kredi Kartı,0.0,0.0
M4144336,Kredi Kartı,0.0,0.0
M4144333,Kredi Kartı,0.0,0.0
M4144356,Kredi Kartı,0.0,0.0
M4144367,Kredi Kartı,0.0,0.0
M4144366,Kredi Kartı,0.0,0.0
M4144386,Kredi Kartı,0.0,0.0
M4144389,Kredi Kartı,0.0,0.0
M4144392,Kredi Kartı,0.0,0.0
M4144432,Kredi Kartı,0.0,0.0
M4144431,Kredi Kartı,0.0,0.0
M4144428,BELIRTILMEMIS,0.0,0.0
M4144453,BELIRTILMEMIS,0.0,0.0
M4144482,Kredi Kartı,0.0,0.0
M4144554,Kredi Kartı,0.0,0.0
M4144555,Kredi Kartı,0.0,0.0
M4144564,Kredi Kartı,0.0,0.0
M4144562,Kredi Kartı,0.0,0.0
M4144565,Kredi Kartı,0.0,0.0
M4144576,Kredi Kartı,0.0,0.0
M4144575,Kredi Kartı,0.0,0.0
M4144594,Kredi Kartı,0.0,0.0
M4144601,Kredi Kartı,0.0,0.0
M4144604,Kredi Kartı,0.0,0.0
M4144632,Kredi Kartı,0.0,0.0
M4144634,Kredi Kartı,0.0,0.0
M4144635,Kredi Kartı,0.0,0.0
M4144640,Kredi Kartı,0.0,0.0
M4144670,Kredi Kartı,0.0,0.0
M4144668,Kredi Kartı,0.0,0.0
M4144692,Kredi Kartı,0.0,0.0
M4144715,Kredi Kartı,0.0,0.0
M4144726,Kredi Kartı,0.0,0.0
M4144734,Kredi Kartı,0.0,0.0
M4144750,Kredi Kartı,0.0,0.0
M4144751,Kredi Kartı,0.0,0.0
M4144760,Kredi Kartı,0.0,0.0
M4144774,Kredi Kartı,0.0,0.0
M4144792,Kredi Kartı,0.0,0.0
M4144793,Kredi Kartı,0.0,0.0
M4144805,Kredi Kartı,0.0,0.0
M4144828,Kredi Kartı,0.0,0.0
M4144839,Kredi Kartı,0.0,0.0
M4144845,Kredi Kartı,0.0,0.0
M4144869,Kredi Kartı,0.0,0.0
M4144875,Kredi Kartı,0.0,0.0
M4144885,Kredi Kartı,0.0,0.0
M4144888,Kredi Kartı,0.0,0.0
M4144890,Kredi Kartı,0.0,0.0
M4144902,Kredi Kartı,0.0,0.0
M4144930,Kredi Kartı,0.0,0.0
M4144954,Kredi Kartı,0.0,0.0
M4144949,Kredi Kartı,0.0,0.0
M4144951,Kredi Kartı,0.0,0.0
M4144952,Kredi Kartı,0.0,0.0
M4144972,Kredi Kartı,0.0,0.0
M4144983,Kredi Kartı,0.0,0.0
M4144985,Kredi Kartı,0.0,0.0
M4144994,Kredi Kartı,0.0,0.0
M4144993,Kredi Kartı,0.0,0.0
M4145007,Kredi Kartı,0.0,0.0
M4145021,BELIRTILMEMIS,0.0,0.0
M4145036,Kredi Kartı,0.0,0.0
M4145051,Kredi Kartı,0.0,0.0
M4145066,Kredi Kartı,0.0,0.0
M4145133,BELIRTILMEMIS,0.0,0.0
M4145148,Kredi Kartı,0.0,0.0
M4145153,Kredi Kartı,0.0,0.0
M4145173,Kredi Kartı,0.0,0.0
M4145175,Kredi Kartı,0.0,0.0
M4145204,Kredi Kartı,0.0,0.0
M4145237,Kredi Kartı,0.0,0.0
M4145240,Kredi Kartı,0.0,0.0
M4145254,Kredi Kartı,0.0,0.0
M4145259,Havale,0.0,0.0
M4145261,Kredi Kartı,0.0,0.0
M4145262,Kredi Kartı,0.0,0.0
M4145268,Kredi Kartı,0.0,0.0
M4145274,Kredi Kartı,0.0,0.0
M4145304,Kredi Kartı,0.0,0.0
M4145311,Kredi Kartı,0.0,0.0
M4145315,Kredi Kartı,0.0,0.0
M4145324,Havale,0.0,0.0
M4145327,Kredi Kartı,0.0,0.0
M4145326,Kredi Kartı,0.0,0.0
M4145341,BELIRTILMEMIS,0.0,0.0
M4145348,Kredi Kartı,0.0,0.0
M4145358,Kredi Kartı,0.0,0.0
M4145356,Kredi Kartı,0.0,0.0
M4145369,Kredi Kartı,0.0,0.0
M4145374,Kredi Kartı,0.0,0.0
M4145393,Kredi Kartı,0.0,0.0
M4145394,Kredi Kartı,0.0,0.0
M4145413,Kredi Kartı,0.0,0.0
M4145436,Kredi Kartı,0.0,0.0
M4145456,Kredi Kartı,0.0,0.0
M4145457,Kredi Kartı,0.0,0.0
M4145462,Kredi Kartı,0.0,0.0
M4145471,Kredi Kartı,0.0,0.0
M4145314,Kredi Kartı,0.0,10.0
M4145505,Kredi Kartı,0.0,0.0
M4145515,Kredi Kartı,0.0,0.0
M4145546,Kredi Kartı,0.0,0.0
M4145547,Kredi Kartı,0.0,0.0
M4145555,Kredi Kartı,0.0,0.0
M4145557,Havale,0.0,0.0
M4145562,Kredi Kartı,0.0,0.0
M4145582,Kredi Kartı,0.0,0.0
M4145595,Kredi Kartı,0.0,0.0
M4145605,Kredi Kartı,0.0,0.0
M4145616,Kredi Kartı,0.0,0.0
M4145617,Kredi Kartı,0.0,0.0
M4145627,Kredi Kartı,0.0,0.0
M4145635,BELIRTILMEMIS,0.0,0.0
M4145644,Kredi Kartı,0.0,0.0
M4145650,Kredi Kartı,0.0,0.0
M4145657,Kredi Kartı,0.0,0.0
M4145658,Kredi Kartı,0.0,0.0
M4145674,Kredi Kartı,0.0,0.0
M4145682,Kredi Kartı,0.0,0.0
M4145683,Kredi Kartı,0.0,0.0
M4145717,Kredi Kartı,0.0,0.0
M4145724,Kredi Kartı,0.0,0.0
M4145727,Kredi Kartı,0.0,0.0
M4145741,BELIRTILMEMIS,0.0,0.0
M4145743,Kredi Kartı,0.0,0.0
M4145762,Kredi Kartı,0.0,0.0
M4145763,Kredi Kartı,0.0,0.0
M4145772,Kredi Kartı,0.0,0.0
M4145771,Havale,0.0,0.0
M4145782,Kredi Kartı,0.0,0.0
M4145784,Kredi Kartı,0.0,0.0
M4145797,Kredi Kartı,0.0,0.0
M4145798,Kredi Kartı,0.0,0.0
M4145806,Havale,0.0,0.0
M4145810,Kredi Kartı,0.0,0.0
M4145815,Kredi Kartı,0.0,0.0
M4145838,Kredi Kartı,0.0,0.0
M4145834,Havale,0.0,0.0
M4145851,Kredi Kartı,0.0,0.0
M4145856,Kredi Kartı,0.0,0.0
M4145647,Havale,0.0,0.0
M4145860,Kredi Kartı,0.0,0.0
M4145844,Havale,0.0,-2.0
M4145864,Kredi Kartı,0.0,0.0
M4145871,Kredi Kartı,0.0,0.0
M4145898,Kredi Kartı,0.0,0.0
M4145903,Kredi Kartı,0.0,0.0
M4145907,Kredi Kartı,0.0,0.0
M4145911,Kredi Kartı,0.0,0.0
M4145913,Kredi Kartı,0.0,0.0
M4145919,Kredi Kartı,0.0,0.0
M4145924,Kredi Kartı,0.0,0.0
M4145932,Kredi Kartı,0.0,0.0
M4145933,Kredi Kartı,0.0,0.0
M4145934,Kredi Kartı,0.0,0.0
M4145944,Kredi Kartı,0.0,0.0
M4145950,Kredi Kartı,0.0,0.0
M4145951,Kredi Kartı,0.0,0.0
M4145954,Kredi Kartı,0.0,0.0
M4145962,Kredi Kartı,0.0,0.0
M4145966,Kredi Kartı,0.0,0.0
M4145972,Kredi Kartı,0.0,0.0
M4145974,Kredi Kartı,0.0,0.0
M4145999,Kredi Kartı,0.0,0.0
M4146000,Kredi Kartı,0.0,0.0
M4146003,Kredi Kartı,0.0,0.0
M4146036,Kredi Kartı,0.0,0.0
M4146034,Kredi Kartı,0.0,0.0
M4146043,Kredi Kartı,0.0,0.0
M4146051,BELIRTILMEMIS,0.0,0.0
M4146062,Kredi Kartı,0.0,0.0
M4146086,Kredi Kartı,0.0,0.0
M4146090,Kredi Kartı,0.0,0.0
M4146102,Kredi Kartı,0.0,0.0
M4146106,Kredi Kartı,0.0,0.0
M4146111,Kredi Kartı,0.0,0.0
M4146115,Kredi Kartı,0.0,0.0
M4146120,Kredi Kartı,0.0,0.0
M4146112,Kredi Kartı,0.0,0.0
M4146135,Kredi Kartı,0.0,0.0
M4146136,Kredi Kartı,0.0,0.0
M4146156,Kredi Kartı,0.0,0.0
M4146159,Kredi Kartı,0.0,0.0
M4146166,Kredi Kartı,0.0,0.0
M4146172,Kredi Kartı,0.0,0.0
M4146181,Kredi Kartı,0.0,0.0
M4146183,Kredi Kartı,0.0,0.0
M4146188,Kredi Kartı,0.0,0.0
M4146210,Kredi Kartı,0.0,0.0
M4146211,Kredi Kartı,0.0,0.0
M4146220,Kredi Kartı,0.0,0.0
M4146227,Kredi Kartı,0.0,0.0
M4146226,Kredi Kartı,0.0,0.0
M4146242,Kredi Kartı,0.0,0.0
M4146239,Havale,0.0,0.0
M4146244,Kredi Kartı,0.0,0.0
M4146245,Kredi Kartı,0.0,0.0
M4146251,Kredi Kartı,0.0,0.0
M4146271,Kredi Kartı,0.0,0.0
M4146280,Kredi Kartı,0.0,0.0
M4146278,Havale,0.0,-1.0
M4146289,Kredi Kartı,0.0,0.0
M4146293,Kredi Kartı,0.0,0.0
M4146300,Kredi Kartı,0.0,0.0
M4146304,Kredi Kartı,0.0,0.0
M4146290,BELIRTILMEMIS,0.0,0.0
M4146320,Kredi Kartı,0.0,0.0
M4146321,Kredi Kartı,0.0,0.0
M4146362,Kredi Kartı,0.0,0.0
M4146366,Kredi Kartı,0.0,0.0
M4146371,Kredi Kartı,0.0,0.0
M4146401,Kredi Kartı,0.0,0.0
M4146402,Kredi Kartı,0.0,0.0
M4146411,Kredi Kartı,0.0,0.0
M4146413,Kredi Kartı,0.0,0.0
M4146419,Kredi Kartı,0.0,0.0
M4146437,Kredi Kartı,0.0,0.0
M4146461,Kredi Kartı,0.0,0.0
M4146483,Havale,0.0,0.0
M4146487,Kredi Kartı,0.0,0.0
M4146497,Kredi Kartı,0.0,0.0
M4146494,Kredi Kartı,0.0,0.0
M4146496,Kredi Kartı,0.0,0.0
M4146501,Kredi Kartı,0.0,0.0
M4146502,Kredi Kartı,0.0,0.0
M4146503,Kredi Kartı,0.0,0.0
M4146521,Kredi Kartı,0.0,0.0
M4146522,Kredi Kartı,0.0,0.0
M4146518,Havale,0.0,0.0
M4146533,Havale,0.0,0.0
M4146519,Havale,0.0,0.0
M4146557,Kredi Kartı,0.0,0.0
M4146564,BELIRTILMEMIS,0.0,0.0
M4146579,Kredi Kartı,0.0,0.0
M4146581,Havale,0.0,0.0
M4146600,Kredi Kartı,0.0,0.0
M4146601,Kredi Kartı,0.0,0.0
M4146609,Kredi Kartı,0.0,0.0
M4146628,Kredi Kartı,0.0,0.0
M4146634,Kredi Kartı,0.0,0.0
M4146642,Kredi Kartı,0.0,0.0
M4146651,Kredi Kartı,0.0,0.0
M4146674,Kredi Kartı,0.0,0.0
M4146707,Havale,0.0,0.0
M4146754,Kredi Kartı,0.0,0.0
M4146773,Kredi Kartı,0.0,0.0
M4146781,Havale,0.0,0.0
M4146774,Kredi Kartı,0.0,0.0
M4146793,Kredi Kartı,0.0,0.0
M4146797,Kredi Kartı,0.0,0.0
M4146835,Kredi Kartı,0.0,0.0
M4146879,Havale,0.0,0.0
M4146882,Havale,0.0,0.0
M4146890,Kredi Kartı,0.0,0.0
M4146892,Kredi Kartı,0.0,0.0
M4146889,Kredi Kartı,0.0,0.0
M4146905,Kredi Kartı,0.0,0.0
M4146933,Kredi Kartı,0.0,0.0
M4146934,Kredi Kartı,0.0,0.0
M4146935,Havale,0.0,0.0
M4146940,Kredi Kartı,0.0,0.0
M4146979,Havale,0.0,0.0
M4146977,Kredi Kartı,0.0,0.0
M4146986,Havale,0.0,0.0
M4146992,Kredi Kartı,0.0,0.0
M4146999,Havale,0.0,0.0
M4147007,Kredi Kartı,0.0,0.0
M4147011,Kredi Kartı,0.0,0.0
M4147012,Kredi Kartı,0.0,0.0
M4147018,Kredi Kartı,0.0,0.0
M4147022,Kredi Kartı,0.0,0.0
M4147030,Kredi Kartı,0.0,0.0
M4147051,Kredi Kartı,0.0,0.0
M4147068,Kredi Kartı,0.0,0.0
M4147078,Kredi Kartı,0.0,0.0
M4147092,Kredi Kartı,0.0,0.0
M4147099,Kredi Kartı,0.0,0.0
M4147093,Kredi Kartı,0.0,0.0
M4147111,Kredi Kartı,0.0,0.0
M4147119,Kredi Kartı,0.0,0.0
M4147117,Kredi Kartı,0.0,0.0
M4147123,Kredi Kartı,0.0,0.0
M4147134,Kredi Kartı,0.0,0.0
M4147141,Kredi Kartı,0.0,0.0
M4147153,Kredi Kartı,0.0,0.0
M4147154,Kredi Kartı,0.0,0.0
M4147158,Kredi Kartı,0.0,0.0
M4147162,Kredi Kartı,0.0,0.0
M4147185,Kredi Kartı,0.0,0.0
M4147187,Kredi Kartı,0.0,0.0
M4147197,Kredi Kartı,0.0,0.0
M4147208,Kredi Kartı,0.0,0.0
M4147218,Kredi Kartı,0.0,0.0
M4147224,Kredi Kartı,0.0,0.0
M4147232,Kredi Kartı,0.0,0.0
M4147231,Kredi Kartı,0.0,0.0
M4147229,Kredi Kartı,0.0,0.0
M4144278,Kredi Kartı,0.0,0.0
M4143009,Kredi Kartı,0.0,0.0
M4147249,Kredi Kartı,0.0,0.0
M4147258,Kredi Kartı,0.0,0.0
M4147259,Kredi Kartı,0.0,0.0
M4147272,Kredi Kartı,0.0,0.0
M4147271,Kredi Kartı,0.0,0.0
M4147270,Kredi Kartı,0.0,0.0
M4147274,Kredi Kartı,0.0,0.0
M4147276,Kredi Kartı,0.0,0.0
M4147287,Kredi Kartı,0.0,0.0
M4147292,Havale,0.0,0.0
M4147304,Kredi Kartı,0.0,0.0
M4147305,Kredi Kartı,0.0,0.0
M4147337,Kredi Kartı,0.0,0.0
M4147339,Kredi Kartı,0.0,0.0
M4147340,Kredi Kartı,0.0,0.0
M4147342,Kredi Kartı,0.0,0.0
M4147344,Kredi Kartı,0.0,0.0
M4147352,Kredi Kartı,0.0,0.0
M4147354,BELIRTILMEMIS,0.0,0.0
M4147358,Kredi Kartı,0.0,0.0
M4147371,Kredi Kartı,0.0,0.0
M4147405,Kredi Kartı,0.0,0.0
M4147408,Kredi Kartı,0.0,0.0
M4147406,Kredi Kartı,0.0,0.0
M4147407,Kredi Kartı,0.0,0.0
M4147413,Kredi Kartı,0.0,0.0
M4147424,Kredi Kartı,0.0,0.0
M4147432,Kredi Kartı,0.0,0.0
M4147431,Havale,0.0,0.0
M4147444,Havale,0.0,0.0
M4147452,Kredi Kartı,0.0,0.0
M4147455,Kredi Kartı,0.0,0.0
M4147466,Kredi Kartı,0.0,0.0
M4147470,Kredi Kartı,0.0,0.0
M4147484,Kredi Kartı,0.0,0.0
M4147497,Kredi Kartı,0.0,0.0
M4147501,Kredi Kartı,0.0,0.0
M4147511,Kredi Kartı,0.0,0.0
M4147513,Kredi Kartı,0.0,0.0
M4147516,Kredi Kartı,0.0,0.0
M4147526,Kredi Kartı,0.0,0.0
M4147537,Kredi Kartı,0.0,0.0
M4147548,Kredi Kartı,0.0,0.0
M4147547,Kredi Kartı,0.0,0.0
M4147563,Kredi Kartı,0.0,0.0
M4147572,Kredi Kartı,0.0,0.0
M4147574,Kredi Kartı,0.0,0.0
M4147575,Kredi Kartı,0.0,0.0
M4147576,Kredi Kartı,0.0,0.0
M4147577,Kredi Kartı,0.0,0.0
M4147583,Kredi Kartı,0.0,0.0
M4147608,Kredi Kartı,0.0,0.0
M4147649,Kredi Kartı,0.0,0.0
M4147651,Kredi Kartı,0.0,0.0
M4147676,Havale,0.0,0.0
M4147696,Kredi Kartı,0.0,0.0
M4147695,Kredi Kartı,0.0,0.0
M4147725,Kredi Kartı,0.0,0.0
M4147724,Kredi Kartı,0.0,0.0
M4147723,Kredi Kartı,0.0,0.0
M4147726,Kredi Kartı,0.0,0.0
M4147729,Kredi Kartı,0.0,0.0
M4147741,Kredi Kartı,0.0,0.0
M4147748,Kredi Kartı,0.0,0.0
M4147752,Kredi Kartı,0.0,0.0
M4147795,Kredi Kartı,0.0,0.0
M4147793,Kredi Kartı,0.0,0.0
M4147794,Kredi Kartı,0.0,0.0
M4147791,Havale,0.0,0.0
M4147804,Kredi Kartı,0.0,0.0
M4147803,Kredi Kartı,0.0,0.0
M4147821,Kredi Kartı,0.0,0.0
M4147820,Kredi Kartı,0.0,0.0
M4147834,Kredi Kartı,0.0,0.0
M4147841,Kredi Kartı,0.0,0.0
M4147847,Kredi Kartı,0.0,0.0
M4147846,Kredi Kartı,0.0,0.0
M4147858,Kredi Kartı,0.0,0.0
M4147856,Havale,0.0,0.0
M4147875,BELIRTILMEMIS,0.0,0.0
M4147888,Kredi Kartı,0.0,0.0
M4147895,Kredi Kartı,0.0,0.0
M4147906,Kredi Kartı,0.0,0.0
M4147909,Kredi Kartı,0.0,0.0
M4147950,Kredi Kartı,0.0,0.0
M4147953,Kredi Kartı,0.0,0.0
M4147970,Kredi Kartı,0.0,0.0
M4147973,Kredi Kartı,0.0,0.0
M4147982,Kredi Kartı,0.0,0.0
M4147959,Kredi Kartı,0.0,-1.0
M4147995,Kredi Kartı,0.0,0.0
M4147996,Kredi Kartı,0.0,0.0
M4148005,Kredi Kartı,0.0,0.0
M4148008,Kredi Kartı,0.0,0.0
M4148009,Kredi Kartı,0.0,0.0
M4148014,Kredi Kartı,0.0,0.0
M4148015,Kredi Kartı,0.0,0.0
M4148021,Kredi Kartı,0.0,0.0
M4148022,Kredi Kartı,0.0,0.0
