tedarikci,marka,ebat,urun_kodu,sezon,alici,donem,adet,fabrika,uretim_bas,uretim_bit,liste
CONTINENTAL,CONTINENTAL,225/55R17C,4531260000,KIS,MUTAFLAR,1,12,Puchov,,,0
CONTINENTAL,CONTINENTAL,225/55R18,3556040000,KIS,BAR_OTO,1,20,Korbach,2022-09-29,,0
CONTINENTAL,MATADOR,225/55R18,15855040000,KIS,KRB,1,40,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,225/55R18,15855040000,KIS,KRB,KASIM,8,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,225/55R18,3556760000,KIS,KRB,1,60,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,225/55R18,3556760000,KIS,BAR_OTO,1,40,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,225/55R18,3556760000,KIS,MUTAFLAR,1,24,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,225/55R18,3556760000,KIS,KRB,KASIM,12,Sarreguemines,,,0
CONTINENTAL,BARUM,225/55R19,15415590000,KIS,KRB,1,20,Timisoara,,,0
CONTINENTAL,CONTINENTAL,225/55R19,3557550000,KIS,KRB,1,28,Korbach,,,0
CONTINENTAL,CONTINENTAL,225/55R19,3557550000,KIS,MUTAFLAR,1,60,Korbach,,,0
CONTINENTAL,CONTINENTAL,225/55R19,3557550000,KIS,KRB,KASIM,8,Korbach,,,0
CONTINENTAL,CONTINENTAL,225/60R17,3558340000,KIS,BAR_OTO,1,40,Korbach,,,0
CONTINENTAL,CONTINENTAL,225/60R18,3203530000,KIS,KRB,1,12,Timisoara,,,0
CONTINENTAL,CONTINENTAL,225/60R18,3203530000,KIS,BAR_OTO,1,40,Timisoara,,,0
CONTINENTAL,MATADOR,225/60R18,15855010000,KIS,KRB,1,8,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,225/65R16C,4281200000,KIS,KRB,1,80,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,225/65R16C,4281200000,KIS,KRB,KASIM,16,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,225/65R16C,4531340000,KIS,KRB,1,20,Otrokovice,,,0
CONTINENTAL,MATADOR,225/70R15C,4281230000,KIS,KRB,1,20,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,225/75R16C,4532790000,KIS,MUTAFLAR,1,16,Puchov,,,0
CONTINENTAL,BARUM,225/75R16C,4440510000,KIS,KRB,1,8,Puchov,,,0
CONTINENTAL,MATADOR,235/40R18,15855140000,KIS,KRB,1,8,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,235/40R18,3557630000,KIS,KRB,1,8,Lousado,,,0
CONTINENTAL,MATADOR,235/40R19,15855230000,KIS,KRB,1,60,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,235/40R19,15855230000,KIS,KRB,KASIM,12,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,235/40R19,3556810000,KIS,KRB,1,80,Lousado,,,0
CONTINENTAL,CONTINENTAL,235/40R19,3556810000,KIS,MUTAFLAR,1,32,Lousado,,,0
CONTINENTAL,CONTINENTAL,235/40R19,3556810000,KIS,KRB,KASIM,16,Lousado,,,0
CONTINENTAL,CONTINENTAL,235/40R20,3202450000,KIS,KRB,1,8,Timisoara,,,0
CONTINENTAL,CONTINENTAL,235/45R18,3557700000,KIS,MUTAFLAR,1,32,Lousado,,,0
CONTINENTAL,MATADOR,235/45R18,15855110000,KIS,KRB,1,20,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,235/45R18,3556820000,KIS,KRB,1,20,Timisoara,,,0
CONTINENTAL,CONTINENTAL,235/45R18,3556820000,KIS,KRB,EKIM,12,Timisoara,,,0
CONTINENTAL,CONTINENTAL,235/45R19,3531730000,KIS,MUTAFLAR,1,16,Otrokovice,,,0
CONTINENTAL,MATADOR,235/45R19,15855200000,KIS,KRB,1,8,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,235/45R19,3202400000,KIS,KRB,1,8,Korbach,,,0
CONTINENTAL,BARUM,235/45R20,15415650000,KIS,KRB,1,20,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,235/45R20,3557080000,KIS,KRB,1,12,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,235/45R20,3557080000,KIS,MUTAFLAR,1,16,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,235/45R21,3557330000,KIS,MUTAFLAR,1,12,Lousado,,,0
CONTINENTAL,MATADOR,235/50R18,15855090000,KIS,KRB,1,8,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,235/50R18,3557600000,KIS,KRB,1,8,Puchov,,,0
CONTINENTAL,CONTINENTAL,235/50R18,3557600000,KIS,MUTAFLAR,1,24,Puchov,,,0
CONTINENTAL,CONTINENTAL,235/50R19,3203550000,KIS,MUTAFLAR,1,40,Otrokovice,,,0
CONTINENTAL,MATADOR,235/50R19,15855170000,KIS,KRB,1,400,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,235/50R19,15855170000,KIS,KRB,EKIM,400,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,235/50R19,3557530000,KIS,KRB,1,400,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,235/50R19,3557530000,KIS,BAR_OTO,1,100,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,235/50R19,3557530000,KIS,MUTAFLAR,1,200,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,235/50R19,3557530000,KIS,KRB,EKIM,200,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,235/50R19,3558380000,KIS,MUTAFLAR,1,12,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,235/50R20,3559500000,KIS,KRB,1,8,Lousado,,,0
CONTINENTAL,CONTINENTAL,235/50R20,3559500000,KIS,MUTAFLAR,1,8,Lousado,,,0
CONTINENTAL,BARUM,235/50R20,15415640000,KIS,KRB,1,8,Lousado,,,0
CONTINENTAL,CONTINENTAL,235/55R18,3556840000,KIS,MUTAFLAR,1,16,Otrokovice,,,0
CONTINENTAL,MATADOR,235/55R18,15855050000,KIS,KRB,1,40,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,235/55R18,15855050000,KIS,KRB,KASIM,8,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,235/55R18,3559290000,KIS,BAR_OTO,1,12,Korbach,,,0
CONTINENTAL,CONTINENTAL,235/55R18,3556850000,KIS,KRB,1,40,Korbach,,,0
CONTINENTAL,CONTINENTAL,235/55R18,3556850000,KIS,BAR_OTO,1,20,Korbach,,,0
CONTINENTAL,CONTINENTAL,235/55R18,3556850000,KIS,KRB,KASIM,8,Korbach,,,0
CONTINENTAL,CONTINENTAL,235/55R19,3557480000,KIS,KRB,1,12,Lousado,,,0
CONTINENTAL,CONTINENTAL,235/55R19,3557480000,KIS,MUTAFLAR,1,40,Lousado,,,0
CONTINENTAL,MATADOR,235/55R19,15855160000,KIS,KRB,1,8,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,235/60R17C,4532930000,KIS,KRB,1,8,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,235/60R17C,4532930000,KIS,MUTAFLAR,1,8,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,235/60R18,3556880000,KIS,MUTAFLAR,1,16,Lousado,,,0
CONTINENTAL,CONTINENTAL,235/60R18,3556860000,KIS,KRB,1,8,Lousado,,,0
CONTINENTAL,MATADOR,235/60R18,15855020000,KIS,KRB,1,8,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,235/60R18,3556870000,KIS,BAR_OTO,1,8,Lousado,,,0
CONTINENTAL,MATADOR,235/65R16C,4281130000,KIS,KRB,1,200,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,235/65R16C,4281130000,KIS,KRB,EKIM,80,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,235/65R16C,4531410000,KIS,KRB,1,200,Puchov,,,0
CONTINENTAL,CONTINENTAL,235/65R16C,4531410000,KIS,MUTAFLAR,1,20,Puchov,,,0
CONTINENTAL,CONTINENTAL,235/65R16C,4531410000,KIS,KRB,EKIM,100,Puchov,,,0
CONTINENTAL,CONTINENTAL,245/35R20,3552230000,KIS,MUTAFLAR,1,10,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,245/40R18,3550450000,KIS,KRB,1,20,Puchov,,,0
CONTINENTAL,CONTINENTAL,245/40R18,3556910000,KIS,MUTAFLAR,1,12,Sarreguemines,,,0
CONTINENTAL,MATADOR,245/40R19,15855240000,KIS,KRB,1,40,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,245/40R19,15855240000,KIS,KRB,KASIM,8,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,245/40R19,3202270000,KIS,MUTAFLAR,1,16,Korbach,,,0
CONTINENTAL,CONTINENTAL,245/40R19,3552260000,KIS,KRB,1,8,Puchov,,,0
CONTINENTAL,CONTINENTAL,245/40R19,3552260000,KIS,MUTAFLAR,1,8,Puchov,,,0
CONTINENTAL,CONTINENTAL,245/40R19,3556930000,KIS,KRB,1,20,Lousado,,,0
CONTINENTAL,CONTINENTAL,245/40R19,3556930000,KIS,BAR_OTO,1,60,Lousado,,,0
CONTINENTAL,CONTINENTAL,245/40R19,3556930000,KIS,MUTAFLAR,1,16,Lousado,,,0
CONTINENTAL,CONTINENTAL,245/40R20,3556140000,KIS,MUTAFLAR,1,12,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,245/40R20,3554060000,KIS,MUTAFLAR,1,8,Puchov,,,0
CONTINENTAL,CONTINENTAL,245/40R20,3557780000,KIS,KRB,1,12,Otrokovice,,,0
CONTINENTAL,MATADOR,245/45R18,15855120000,KIS,KRB,1,8,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,245/45R18,3539100000,KIS,KRB,1,8,Korbach,,,0
CONTINENTAL,CONTINENTAL,245/45R18,3539100000,KIS,MUTAFLAR,1,12,Korbach,,,0
CONTINENTAL,CONTINENTAL,245/45R18,3556940000,KIS,BAR_OTO,1,28,Lousado,,,0
CONTINENTAL,CONTINENTAL,245/45R18,3556940000,KIS,MUTAFLAR,1,20,Lousado,,,0
CONTINENTAL,CONTINENTAL,245/45R19,3556110000,KIS,BAR_OTO,1,20,Lousado,,,0
CONTINENTAL,MATADOR,245/45R19,15855210000,KIS,KRB,1,8,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,245/45R19,3202520000,KIS,KRB,1,40,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,245/45R19,3202520000,KIS,BAR_OTO,1,60,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,245/45R19,3202520000,KIS,MUTAFLAR,1,36,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,245/45R19,3202520000,KIS,KRB,KASIM,8,Otrokovice,,,0
CONTINENTAL,BARUM,245/45R20,15416500000,KIS,KRB,1,12,Otrokovice,2026-06-18,,0
CONTINENTAL,CONTINENTAL,245/45R20,3557680000,KIS,KRB,1,12,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,245/45R20,3557680000,KIS,BAR_OTO,1,20,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,245/45R20,3557680000,KIS,MUTAFLAR,1,20,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,245/50R18,3531810000,KIS,KRB,1,8,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,245/50R19,3559740000,KIS,MUTAFLAR,1,20,Puchov,,,0
CONTINENTAL,CONTINENTAL,245/50R19,3551790000,KIS,MUTAFLAR,1,12,Puchov,,,0
CONTINENTAL,CONTINENTAL,255/35R19,3557070000,KIS,KRB,1,12,Puchov,,,0
CONTINENTAL,CONTINENTAL,255/35R19,3557070000,KIS,MUTAFLAR,1,12,Puchov,,,0
CONTINENTAL,CONTINENTAL,255/35R19,3202220000,KIS,KRB,1,8,Puchov,,,0
CONTINENTAL,CONTINENTAL,255/35R19,3202220000,KIS,MUTAFLAR,1,20,Puchov,,,0
CONTINENTAL,CONTINENTAL,255/35R20,3557760000,KIS,MUTAFLAR,1,8,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,255/40R18,3551670000,KIS,KRB,1,20,Puchov,,,0
CONTINENTAL,CONTINENTAL,255/40R19,3557620000,KIS,MUTAFLAR,1,8,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,255/40R20,3537650000,KIS,MUTAFLAR,1,8,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,255/40R20,3559720000,KIS,KRB,1,8,Otrokovice,,,0
CONTINENTAL,BARUM,255/40R20,15415730000,KIS,KRB,1,8,Lousado,,,0
CONTINENTAL,CONTINENTAL,255/40R20,3551580000,KIS,MUTAFLAR,1,8,Korbach,,,0
CONTINENTAL,CONTINENTAL,255/40R21,3557340000,KIS,KRB,1,8,Lousado,,,0
CONTINENTAL,CONTINENTAL,255/40R21,3203430000,KIS,MUTAFLAR,1,16,Lousado,,,0
CONTINENTAL,BARUM,255/45R19,15415710000,KIS,KRB,1,12,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,255/45R19,3202230000,KIS,KRB,1,12,Korbach,,,0
CONTINENTAL,CONTINENTAL,255/45R19,3202230000,KIS,KRB,EKIM,12,Korbach,,,0
CONTINENTAL,CONTINENTAL,255/45R19,3559900000,KIS,KRB,1,12,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,255/45R19,3559900000,KIS,MUTAFLAR,1,8,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,255/45R19,3559900000,KIS,KRB,EKIM,12,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,255/45R19,3557650000,KIS,KRB,1,12,Korbach,,,0
CONTINENTAL,CONTINENTAL,255/45R19,3557650000,KIS,MUTAFLAR,1,24,Korbach,,,0
CONTINENTAL,CONTINENTAL,255/45R19,3557650000,KIS,KRB,EKIM,12,Korbach,,,0
CONTINENTAL,CONTINENTAL,255/45R20,3557640000,KIS,KRB,1,8,Puchov,,,0
CONTINENTAL,CONTINENTAL,255/45R20,3557640000,KIS,MUTAFLAR,1,12,Puchov,,,0
CONTINENTAL,CONTINENTAL,255/55R20,3202550000,KIS,MUTAFLAR,1,12,Puchov,2026-07-09,,0
CONTINENTAL,CONTINENTAL,255/60R20,3551930000,KIS,MUTAFLAR,1,8,Puchov,,,0
CONTINENTAL,CONTINENTAL,265/40R22,3553710000,KIS,MUTAFLAR,1,8,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,265/45R21,3203780000,KIS,MUTAFLAR,1,8,Lousado,2026-08-27,,0
CONTINENTAL,CONTINENTAL,265/60R18,3547280000,KIS,KRB,1,8,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,275/30R20,3555240000,KIS,MUTAFLAR,1,10,Puchov,,,0
CONTINENTAL,CONTINENTAL,275/35R19,3202300000,KIS,MUTAFLAR,1,16,Puchov,,,0
CONTINENTAL,CONTINENTAL,275/35R19,3552460000,KIS,KRB,1,8,Puchov,,,0
CONTINENTAL,CONTINENTAL,275/35R19,3552460000,KIS,MUTAFLAR,1,8,Puchov,,,0
CONTINENTAL,CONTINENTAL,275/35R20,3556150000,KIS,MUTAFLAR,1,8,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,275/35R20,3552470000,KIS,MUTAFLAR,1,10,Puchov,,,0
CONTINENTAL,CONTINENTAL,275/35R20,3557790000,KIS,KRB,1,12,Puchov,,,0
CONTINENTAL,CONTINENTAL,275/35R22,3202250000,KIS,MUTAFLAR,1,8,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,275/40R18,3559700000,KIS,KRB,1,4,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,275/40R18,3559700000,KIS,MUTAFLAR,1,4,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,275/40R21,3202350000,KIS,KRB,1,20,Timisoara,,,0
CONTINENTAL,CONTINENTAL,275/40R21,3544860000,KIS,MUTAFLAR,1,16,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,275/40R22,3139040000,KIS,MUTAFLAR,1,8,Otrokovice,2026-06-18,,0
CONTINENTAL,CONTINENTAL,275/45R19,3553830000,KIS,KRB,1,8,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,275/45R20,3557580000,KIS,KRB,1,8,Puchov,,,0
CONTINENTAL,CONTINENTAL,275/45R20,3557580000,KIS,MUTAFLAR,1,8,Puchov,,,0
CONTINENTAL,CONTINENTAL,275/45R21,3153630000,KIS,MUTAFLAR,1,8,Korbach,,,0
CONTINENTAL,CONTINENTAL,275/50R20,3203640000,KIS,MUTAFLAR,1,8,Otrokovice,2026-07-16,,0
CONTINENTAL,CONTINENTAL,285/35R20,3537640000,KIS,MUTAFLAR,1,10,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,285/35R21,3200340000,KIS,MUTAFLAR,1,8,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,285/40R20,3558580000,KIS,KRB,1,8,Puchov,,,0
CONTINENTAL,CONTINENTAL,285/40R22,3555940000,KIS,MUTAFLAR,1,8,Lousado,,,0
CONTINENTAL,CONTINENTAL,285/45R21,3549520000,KIS,MUTAFLAR,1,8,Lousado,,,0
CONTINENTAL,CONTINENTAL,285/65R16C,4531630000,KIS,KRB,1,20,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,295/40R22,3202870000,KIS,MUTAFLAR,1,8,Lousado,,,0
CONTINENTAL,MATADOR,165/65R15,15854520000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,165/65R15,3555480000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,175/65R14,3201890000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,175/70R14,3201330000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,185/55R15,3555510000,KIS,KRB,CEVA,12,CEVA Gebze,,,0
CONTINENTAL,MATADOR,185/55R15,15854640000,KIS,KRB,CEVA,12,CEVA Gebze,,,0
CONTINENTAL,BARUM,185/55R16,15414830000,KIS,KRB,CEVA,12,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,185/55R16,3556250000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,185/60R14,3554550000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,185/65R14,3555520000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,185/70R14,3556270000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,195/45R16,3556280000,KIS,KRB,CEVA,20,CEVA Gebze,,,0
CONTINENTAL,BARUM,195/45R16,15415440000,KIS,KRB,CEVA,12,CEVA Gebze,,,0
CONTINENTAL,MATADOR,195/50R15,15854660000,KIS,KRB,CEVA,12,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,195/50R15,3557930000,KIS,KRB,CEVA,12,CEVA Gebze,,,0
CONTINENTAL,MATADOR,195/50R16,15854790000,KIS,KRB,CEVA,12,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,195/55R15,3555530000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,195/55R20,3557470000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,195/60R15,3555410000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,MATADOR,195/65R15,15854580000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,205/45R16,3556300000,KIS,KRB,CEVA,20,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,205/55R16,3553000000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,205/60R16,3550520000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,MATADOR,205/65R15,15854590000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,205/65R15,3556320000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,BARUM,205/65R16,15415390000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,MATADOR,205/70R15C,4281260000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,MATADOR,215/45R16,15854800000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,215/45R16,3556340000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,215/45R17,3557990000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,215/50R18,3557000000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,215/55R16,3555470000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,MATADOR,215/60R16,15854720000,KIS,KRB,CEVA,20,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,215/60R16,3200190000,KIS,KRB,CEVA,20,CEVA Gebze,,,0
CONTINENTAL,MATADOR,215/65R15C,4281300000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,215/65R16,3556670000,KIS,KRB,CEVA,20,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,215/65R16,3556650000,KIS,KRB,CEVA,20,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,215/65R17,3559120000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,BARUM,225/45R18,15415130000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,225/50R17,3539390000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,225/50R17,3550160000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,MATADOR,225/50R17,15854940000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,225/55R16,3557540000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,MATADOR,225/55R16,15854780000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,BARUM,225/60R16,15415410000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,225/60R16,3559600000,KIS,KRB,CEVA,24,CEVA Gebze,,,0
CONTINENTAL,BARUM,225/60R17,15414930000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,MATADOR,235/45R17,15854980000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,235/45R17,3559610000,KIS,KRB,CEVA,12,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,235/50R17,3558360000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,235/55R17,3556830000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,235/55R20,3202200000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,235/60R16,3558410000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,MATADOR,235/60R17,15854860000,KIS,KRB,CEVA,12,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,235/60R17,3558420000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,235/65R17,3556890000,KIS,KRB,CEVA,16,CEVA Gebze,,,0
CONTINENTAL,MATADOR,235/65R17,15854830000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,BARUM,245/40R18,15415170000,KIS,KRB,CEVA,2,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,245/40R21,3550600000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,245/45R17,3530820000,KIS,KRB,CEVA,8,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,245/45R19,3555320000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,245/50R19,3559740000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,245/70R16,3552310000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,255/30R20,3555290000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,BARUM,255/40R18,15415570000,KIS,KRB,CEVA,2,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,255/45R18,3557660000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,255/50R20,3202190000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,255/55R19,3557010000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,255/60R18,3552720000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,255/60R20,3551930000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,265/40R21,3202320000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,265/65R17,3559670000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,275/40R19,3555300000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,275/45R21,3203630000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,285/40R22,3555940000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,285/45R20,3200220000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
CONTINENTAL,CONTINENTAL,295/35R21,3202290000,KIS,KRB,CEVA,4,CEVA Gebze,,,0
