tedarikci,marka,ebat,urun_kodu,sezon,alici,donem,adet,fabrika,uretim_bas,uretim_bit,liste
BRISA,DAYTON,205/50R17,D11120,KIS,KRB,1,24,,,,6842
BRISA,DAYTON,205/50R17,D11120,KIS,KRB,2,16,,,,6842
BRISA,DAYTON,205/55R16,D11101,KIS,KRB,1,180,,,,4334
BRISA,DAYTON,205/55R16,D11101,KIS,KRB,2,120,,,,4334
BRISA,DAYTON,205/60R16,D11140,KIS,KRB,1,40,,,,5412
BRISA,DAYTON,205/60R16,D11140,KIS,KRB,2,40,,,,5412
BRISA,DAYTON,205/65R16,D45107,KIS,KRB,1,16,,,,7215
BRISA,DAYTON,205/65R16,D45107,KIS,KRB,2,8,,,,7215
BRISA,DAYTON,205/75R16,D45108,KIS,KRB,1,80,,,,6913
BRISA,DAYTON,205/75R16,D45108,KIS,KRB,2,20,,,,6913
BRISA,DAYTON,215/55R16,D11130,KIS,KRB,1,40,,,,6023
BRISA,DAYTON,215/60R16,D11150,KIS,KRB,1,12,,,,7181
BRISA,DAYTON,215/60R16,D11150,KIS,KRB,2,8,,,,7181
BRISA,DAYTON,215/65R16,D45517,KIS,KRB,1,16,,,,7240
BRISA,DAYTON,215/65R16,D45517,KIS,KRB,2,8,,,,7240
BRISA,DAYTON,215/75R16,D45111,KIS,KRB,1,120,,,,7302
BRISA,DAYTON,215/75R16,D45111,KIS,KRB,2,80,,,,7302
BRISA,DAYTON,225/45R17,D11108,KIS,KRB,1,100,,,,5085
BRISA,DAYTON,225/45R17,D11108,KIS,KRB,2,40,,,,5085
BRISA,DAYTON,225/65R16,D45112,KIS,KRB,1,8,,,,8304
BRISA,DAYTON,225/65R16,D45112,KIS,KRB,2,4,,,,8304
BRISA,DAYTON,235/65R16,D45114,KIS,KRB,1,40,,,,7884
BRISA,DAYTON,235/65R16,D45193,KIS,KRB,1,180,,,,8456
BRISA,DAYTON,235/65R16,D45193,KIS,KRB,2,70,,,,8456
BRISA,DAYTON,245/45R18,D11064,YAZ,KRB,1,4,,,,7571
BRISA,DAYTON,225/45R17,D11019,YAZ,KRB,1,40,,,,4744
BRISA,DAYTON,205/55R16,D11010,YAZ,KRB,1,40,,,,3957
BRISA,DAYTON,195/65R15,D11011,YAZ,KRB,1,40,,,,3430
BRISA,DAYTON,185/65R15,D11015,YAZ,KRB,1,29,,,,3430
BRISA,DAYTON,175/65R14,D11012,YAZ,KRB,1,40,,,,3007
BRISA,DAYTON,175/70R13,D11013,YAZ,KRB,1,40,,,,2775
BRISA,DAYTON,215/55R18,D11125,YAZ,KRB,1,8,,,,7701
CONTINENTAL,MATADOR,175/65R14,15855390000,KIS,KRB,1,200,Puchov - SKPU,,2026-12-01,0
CONTINENTAL,MATADOR,175/65R14,15855390000,KIS,KRB,KASIM,40,Puchov - SKPU,,2026-12-01,0
CONTINENTAL,CONTINENTAL,175/65R14,3202030000,KIS,KRB,1,60,Timisoara,,,0
CONTINENTAL,CONTINENTAL,175/65R14,3202030000,KIS,BAR_OTO,1,40,Timisoara,,,0
CONTINENTAL,CONTINENTAL,175/65R14,3202030000,KIS,KRB,KASIM,20,Timisoara,,,0
CONTINENTAL,MATADOR,175/65R14,15854470000,KIS,KRB,1,40,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,175/65R15,15854530000,KIS,KRB,1,20,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,175/70R13,15854390000,KIS,KRB,1,200,Puchov - SKPU,,2026-12-01,0
CONTINENTAL,MATADOR,175/70R13,15854390000,KIS,KRB,KASIM,40,Puchov - SKPU,,2026-12-01,0
CONTINENTAL,MATADOR,175/70R14,15854420000,KIS,KRB,1,20,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,185/60R14,15854500000,KIS,KRB,1,32,Puchov - SKPU,,2026-12-01,0
CONTINENTAL,MATADOR,185/60R15,15854600000,KIS,KRB,1,100,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,185/60R15,15854600000,KIS,KRB,KASIM,20,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,185/60R15,3554560000,KIS,KRB,1,20,Lousado,,,0
CONTINENTAL,CONTINENTAL,185/60R15,3554560000,KIS,MUTAFLAR,1,20,Lousado,,,0
CONTINENTAL,MATADOR,185/65R14,15854480000,KIS,KRB,1,80,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,185/65R14,15854480000,KIS,KRB,KASIM,20,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,185/65R15,15854540000,KIS,KRB,1,1000,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,185/65R15,15854540000,KIS,KRB,EKIM,1000,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,185/65R15,3554580000,KIS,KRB,1,200,Korbach,,,0
CONTINENTAL,CONTINENTAL,185/65R15,3554580000,KIS,BAR_OTO,1,320,Korbach,,,0
CONTINENTAL,CONTINENTAL,185/65R15,3554580000,KIS,MUTAFLAR,1,44,Korbach,,,0
CONTINENTAL,CONTINENTAL,185/65R15,3554580000,KIS,KRB,EKIM,200,Korbach,,,0
CONTINENTAL,MATADOR,185/65R15,15854550000,KIS,KRB,1,200,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,185/65R15,15854550000,KIS,KRB,KASIM,40,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,185/65R15,3554590000,KIS,KRB,1,40,Timisoara,,,0
CONTINENTAL,CONTINENTAL,185/65R15,3554590000,KIS,KRB,KASIM,20,Timisoara,,,0
CONTINENTAL,MATADOR,185/70R14,15854430000,KIS,KRB,1,20,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,185/75R16C,4530890000,KIS,KRB,1,8,Timisoara,,,0
CONTINENTAL,MATADOR,185R14C,4281150000,KIS,KRB,1,60,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,185R14C,4281150000,KIS,KRB,KASIM,12,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,185R14C,4530900000,KIS,KRB,1,8,Otrokovice,,,0
CONTINENTAL,MATADOR,195/50R15,15854660000,KIS,KRB,1,20,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,195/50R15,3557930000,KIS,MUTAFLAR,1,20,Sarreguemines,,,0
CONTINENTAL,MATADOR,195/55R15,15854650000,KIS,KRB,1,20,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,195/55R16,15854730000,KIS,KRB,1,400,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,195/55R16,15854730000,KIS,KRB,EKIM,400,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,195/55R16,3556290000,KIS,KRB,1,400,Timisoara,,,0
CONTINENTAL,CONTINENTAL,195/55R16,3556290000,KIS,BAR_OTO,1,100,Timisoara,,,0
CONTINENTAL,CONTINENTAL,195/55R16,3556290000,KIS,MUTAFLAR,1,140,Timisoara,,,0
CONTINENTAL,CONTINENTAL,195/55R16,3556290000,KIS,KRB,KASIM,80,Timisoara,,,0
CONTINENTAL,CONTINENTAL,195/55R18,3202920000,KIS,KRB,1,12,Timisoara,,,0
CONTINENTAL,CONTINENTAL,195/55R18,3202920000,KIS,KRB,KASIM,8,Timisoara,,,0
CONTINENTAL,MATADOR,195/60R15,15854620000,KIS,KRB,1,100,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,195/60R15,15854620000,KIS,KRB,KASIM,20,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,195/60R16,15855450000,KIS,KRB,1,40,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,195/60R16,3555460000,KIS,KRB,1,40,Timisoara,,,0
CONTINENTAL,MATADOR,195/60R16C,4281140000,KIS,KRB,1,200,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,195/60R16C,4281140000,KIS,KRB,KASIM,40,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,195/60R16C,4530910000,KIS,KRB,1,60,Timisoara,,,0
CONTINENTAL,CONTINENTAL,195/60R16C,4530910000,KIS,KRB,KASIM,12,Timisoara,,,0
CONTINENTAL,BARUM,195/60R18,15415500000,KIS,KRB,1,20,Korbach,,,0
CONTINENTAL,BARUM,195/60R18,15415500000,KIS,KRB,KASIM,8,Korbach,,,0
CONTINENTAL,CONTINENTAL,195/60R18,3558260000,KIS,KRB,1,20,Lousado,,,0
CONTINENTAL,CONTINENTAL,195/60R18,3558260000,KIS,BAR_OTO,1,40,Lousado,,,0
CONTINENTAL,CONTINENTAL,195/60R18,3558260000,KIS,MUTAFLAR,1,20,Lousado,,,0
CONTINENTAL,CONTINENTAL,195/60R18,3558260000,KIS,KRB,KASIM,8,Lousado,,,0
CONTINENTAL,MATADOR,195/65R15,15854560000,KIS,KRB,1,100,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,195/65R15,15854560000,KIS,KRB,KASIM,20,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,195/65R15,3554600000,KIS,KRB,1,60,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,195/65R15,3554600000,KIS,BAR_OTO,1,200,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,195/65R15,3554600000,KIS,MUTAFLAR,1,80,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,195/65R15,3554600000,KIS,KRB,KASIM,20,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,195/65R15,3554620000,KIS,KRB,1,20,Otrokovice,,,0
CONTINENTAL,MATADOR,195/70R15C,4281190000,KIS,KRB,1,28,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,195/70R15C,4281190000,KIS,KRB,KASIM,8,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,195/75R16C,4281180000,KIS,KRB,1,120,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,195/75R16C,4281180000,KIS,KRB,KASIM,24,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,195/75R16C,4532770000,KIS,KRB,1,12,Otrokovice,,,0
CONTINENTAL,MATADOR,195R14C,4281270000,KIS,KRB,1,20,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,205/45R17,15854950000,KIS,KRB,1,60,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,205/45R17,15854950000,KIS,KRB,KASIM,20,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,205/45R17,3557520000,KIS,KRB,1,40,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,205/45R18,3554300000,KIS,KRB,1,20,Puchov,,,0
CONTINENTAL,CONTINENTAL,205/45R18,3554300000,KIS,BAR_OTO,1,40,Puchov,,,0
CONTINENTAL,CONTINENTAL,205/45R18,3554300000,KIS,KRB,KASIM,8,Puchov,,,0
CONTINENTAL,BARUM,205/45R18,15415540000,KIS,KRB,1,28,Puchov,,,0
CONTINENTAL,BARUM,205/45R18,15415540000,KIS,KRB,KASIM,8,Puchov,,,0
CONTINENTAL,MATADOR,205/50R17,15854920000,KIS,KRB,1,140,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,205/50R17,15854920000,KIS,KRB,KASIM,28,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,205/50R17,3556540000,KIS,KRB,1,160,Timisoara,,,0
CONTINENTAL,CONTINENTAL,205/50R17,3556540000,KIS,MUTAFLAR,1,100,Timisoara,,,0
CONTINENTAL,CONTINENTAL,205/50R17,3556540000,KIS,KRB,KASIM,32,Timisoara,,,0
CONTINENTAL,CONTINENTAL,205/55R16,3554640000,KIS,BAR_OTO,1,800,Korbach,,,0
CONTINENTAL,CONTINENTAL,205/55R16,3554640000,KIS,MUTAFLAR,1,1000,Korbach,,,0
CONTINENTAL,MATADOR,205/55R16,15855350000,KIS,KRB,1,1200,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,205/55R16,15855350000,KIS,KRB,EKIM,800,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,205/55R16,3554630000,KIS,KRB,EKIM,400,Lousado,,,0
CONTINENTAL,CONTINENTAL,205/55R16,3554630000,KIS,KRB,1,400,Korbach,,,0
CONTINENTAL,CONTINENTAL,205/55R16,3554630000,KIS,MUTAFLAR,1,200,Korbach,,,0
CONTINENTAL,CONTINENTAL,205/55R17,3556570000,KIS,KRB,1,100,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,205/55R17,3556570000,KIS,MUTAFLAR,1,80,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,205/55R17,3556570000,KIS,KRB,EKIM,32,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,205/55R17,3556570000,KIS,KRB,KASIM,20,Sarreguemines,,,0
CONTINENTAL,MATADOR,205/55R17,15854880000,KIS,KRB,1,160,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,205/55R17,15854880000,KIS,KRB,KASIM,32,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,205/55R17,3556560000,KIS,KRB,1,40,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,205/55R17,3556560000,KIS,BAR_OTO,1,80,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,205/55R17,3556560000,KIS,KRB,KASIM,20,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,205/55R19,3558270000,KIS,KRB,1,40,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,205/55R19,3558270000,KIS,BAR_OTO,1,40,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,205/55R19,3558270000,KIS,MUTAFLAR,1,48,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,205/55R19,3558270000,KIS,KRB,KASIM,8,Sarreguemines,,,0
CONTINENTAL,BARUM,205/55R19,15415580000,KIS,KRB,1,60,Sarreguemines,,,0
CONTINENTAL,BARUM,205/55R19,15415580000,KIS,KRB,KASIM,12,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,205/60R16,3554670000,KIS,KRB,1,400,Lousado,,,0
CONTINENTAL,CONTINENTAL,205/60R16,3554670000,KIS,KRB,EKIM,200,Lousado,,,0
CONTINENTAL,MATADOR,205/60R16,15854710000,KIS,KRB,1,700,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,205/60R16,15854710000,KIS,KRB,KASIM,140,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,205/60R16,3559770000,KIS,KRB,1,300,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,205/60R16,3559770000,KIS,BAR_OTO,1,200,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,205/60R16,3559770000,KIS,MUTAFLAR,1,200,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,205/60R16,3559770000,KIS,KRB,KASIM,60,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,205/60R16,3559780000,KIS,KRB,1,100,Lousado,,,0
CONTINENTAL,CONTINENTAL,205/60R16,3559780000,KIS,KRB,KASIM,20,Lousado,,,0
CONTINENTAL,MATADOR,205/65R16C,4281160000,KIS,KRB,1,100,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,205/65R16C,4281160000,KIS,KRB,KASIM,20,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,205/65R16C,4532720000,KIS,KRB,1,32,Puchov,,,0
CONTINENTAL,CONTINENTAL,205/65R16C,4532720000,KIS,MUTAFLAR,1,16,Puchov,,,0
CONTINENTAL,CONTINENTAL,205/65R16C,4532720000,KIS,KRB,KASIM,8,Puchov,,,0
CONTINENTAL,MATADOR,205/75R16C,4281210000,KIS,KRB,1,20,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,205/75R16C,4281210000,KIS,KRB,KASIM,8,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,205/75R16C,4531720000,KIS,KRB,1,20,Puchov,,,0
CONTINENTAL,CONTINENTAL,205/75R16C,4531720000,KIS,KRB,KASIM,8,Puchov,,,0
CONTINENTAL,CONTINENTAL,215/40R18,3558290000,KIS,MUTAFLAR,1,8,Lousado,,,0
CONTINENTAL,MATADOR,215/45R17,15854960000,KIS,KRB,1,20,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,215/45R18,3557670000,KIS,MUTAFLAR,1,12,Lousado,,,0
CONTINENTAL,CONTINENTAL,215/45R20,3559520000,KIS,KRB,1,8,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,215/45R20,3559520000,KIS,MUTAFLAR,1,12,Otrokovice,,,0
CONTINENTAL,MATADOR,215/50R17,15854930000,KIS,KRB,1,40,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,215/50R17,15854930000,KIS,KRB,KASIM,20,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,215/50R17,3556990000,KIS,KRB,1,60,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,215/50R17,3556990000,KIS,BAR_OTO,1,60,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,215/50R17,3556990000,KIS,KRB,KASIM,20,Sarreguemines,,,0
CONTINENTAL,MATADOR,215/50R18,15855070000,KIS,KRB,1,8,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,215/50R18,15855070000,KIS,KRB,KASIM,8,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,215/50R18,3557000000,KIS,MUTAFLAR,1,16,Korbach,,,0
CONTINENTAL,CONTINENTAL,215/55R16,3555420000,KIS,BAR_OTO,1,40,Timisoara,,,0
CONTINENTAL,MATADOR,215/55R16,15854770000,KIS,KRB,1,40,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,215/55R16,15854770000,KIS,KRB,KASIM,8,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,215/55R17,3556600000,KIS,KRB,1,200,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,215/55R17,3556600000,KIS,BAR_OTO,1,200,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,215/55R17,3556600000,KIS,MUTAFLAR,1,160,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,215/55R17,3556600000,KIS,KRB,KASIM,40,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,215/55R17,3556620000,KIS,KRB,1,250,Lousado,,,0
CONTINENTAL,CONTINENTAL,215/55R17,3556620000,KIS,KRB,EKIM,100,Lousado,,,0
CONTINENTAL,MATADOR,215/55R17,15854890000,KIS,KRB,1,250,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,215/55R17,15854890000,KIS,KRB,KASIM,40,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,215/55R17,3556590000,KIS,MUTAFLAR,1,40,Lousado,,,0
CONTINENTAL,MATADOR,215/55R18,15855030000,KIS,KRB,1,24,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,215/55R18,15855030000,KIS,KRB,KASIM,8,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,215/55R18,3557590000,KIS,KRB,1,12,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,215/55R18,3557590000,KIS,BAR_OTO,1,20,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,215/55R18,3557590000,KIS,MUTAFLAR,1,20,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,215/55R18,3557590000,KIS,KRB,KASIM,8,Otrokovice,,,0
CONTINENTAL,MATADOR,215/60R17,15854840000,KIS,KRB,1,100,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,215/60R17,15854840000,KIS,KRB,EKIM,100,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,215/60R17,3556630000,KIS,KRB,1,32,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,215/60R17,3556630000,KIS,BAR_OTO,1,200,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,215/60R17,3556630000,KIS,MUTAFLAR,1,20,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,215/60R17,3556630000,KIS,KRB,KASIM,8,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,215/60R17,3556640000,KIS,KRB,1,80,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,215/60R17,3556640000,KIS,KRB,EKIM,80,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,215/60R17C,4530990000,KIS,MUTAFLAR,1,16,Timisoara,,,0
CONTINENTAL,MATADOR,215/60R17C,4281290000,KIS,KRB,1,60,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,215/60R17C,4281290000,KIS,KRB,KASIM,12,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,215/60R17C,4531790000,KIS,KRB,1,8,Timisoara,,,0
CONTINENTAL,CONTINENTAL,215/60R17C,4531790000,KIS,KRB,KASIM,8,Timisoara,,,0
CONTINENTAL,BARUM,215/60R18,15416470000,KIS,KRB,1,12,Korbach,2026-06-25,,0
CONTINENTAL,BARUM,215/60R18,15416470000,KIS,KRB,KASIM,8,Korbach,2026-06-25,,0
CONTINENTAL,CONTINENTAL,215/60R18,3203320000,KIS,KRB,1,20,Korbach,,,0
CONTINENTAL,CONTINENTAL,215/60R18,3203320000,KIS,MUTAFLAR,1,32,Korbach,,,0
CONTINENTAL,CONTINENTAL,215/60R18,3203320000,KIS,KRB,KASIM,8,Korbach,,,0
CONTINENTAL,MATADOR,215/65R16,15854680000,KIS,KRB,1,40,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,215/65R16,15854680000,KIS,KRB,KASIM,8,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,215/65R16,3556650000,KIS,MUTAFLAR,1,40,Lousado,,,0
CONTINENTAL,MATADOR,215/65R16C,4281170000,KIS,KRB,1,120,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,215/65R16C,4281170000,KIS,KRB,KASIM,24,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,215/65R16C,4531250000,KIS,KRB,1,40,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,215/65R16C,4531250000,KIS,KRB,KASIM,8,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,215/65R16C,4532970000,KIS,MUTAFLAR,1,20,Timisoara,,,0
CONTINENTAL,CONTINENTAL,215/65R17,3559120000,KIS,BAR_OTO,1,40,Lousado,,,0
CONTINENTAL,CONTINENTAL,215/65R17,3556700000,KIS,KRB,1,32,Otrokovice,,,0
CONTINENTAL,CONTINENTAL,215/65R17,3556700000,KIS,KRB,EKIM,32,Otrokovice,,,0
CONTINENTAL,MATADOR,215/65R17,15854810000,KIS,KRB,1,80,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,215/65R17,15854810000,KIS,KRB,KASIM,20,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,215/70R15C,4281220000,KIS,KRB,1,12,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,215/70R15C,4281220000,KIS,KRB,KASIM,8,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,215/75R16C,4281240000,KIS,KRB,1,200,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,215/75R16C,4281240000,KIS,KRB,EKIM,200,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,215/75R16C,4532780000,KIS,KRB,1,20,Puchov,,,0
CONTINENTAL,CONTINENTAL,215/75R16C,4532780000,KIS,MUTAFLAR,1,20,Puchov,,,0
CONTINENTAL,CONTINENTAL,215/75R16C,4532780000,KIS,KRB,KASIM,4,Puchov,,,0
CONTINENTAL,MATADOR,225/40R18,15855130000,KIS,KRB,1,32,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,225/40R18,15855130000,KIS,KRB,KASIM,8,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,225/40R18,3556720000,KIS,KRB,1,32,Timisoara,,,0
CONTINENTAL,CONTINENTAL,225/40R18,3556720000,KIS,BAR_OTO,1,120,Timisoara,,,0
CONTINENTAL,CONTINENTAL,225/40R18,3556720000,KIS,MUTAFLAR,1,16,Timisoara,,,0
CONTINENTAL,CONTINENTAL,225/40R18,3556720000,KIS,KRB,KASIM,8,Timisoara,,,0
CONTINENTAL,CONTINENTAL,225/40R19,3557060000,KIS,KRB,1,12,Puchov,,,0
CONTINENTAL,MATADOR,225/40R19,15855220000,KIS,KRB,1,20,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,225/40R19,3202210000,KIS,KRB,1,12,Puchov,,,0
CONTINENTAL,CONTINENTAL,225/40R19,3202210000,KIS,MUTAFLAR,1,20,Puchov,,,0
CONTINENTAL,CONTINENTAL,225/40R19,3551820000,KIS,MUTAFLAR,1,12,Puchov,,,0
CONTINENTAL,CONTINENTAL,225/45R17,3554680000,KIS,KRB,1,80,Puchov,,,0
CONTINENTAL,CONTINENTAL,225/45R17,3554680000,KIS,BAR_OTO,1,80,Puchov,,,0
CONTINENTAL,CONTINENTAL,225/45R17,3554680000,KIS,MUTAFLAR,1,40,Puchov,,,0
CONTINENTAL,CONTINENTAL,225/45R17,3554680000,KIS,KRB,KASIM,20,Puchov,,,0
CONTINENTAL,CONTINENTAL,225/45R17,3550560000,KIS,BAR_OTO,1,20,Puchov,,,0
CONTINENTAL,MATADOR,225/45R17,15854970000,KIS,KRB,1,120,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,225/45R17,15854970000,KIS,KRB,KASIM,24,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,225/45R17,3554690000,KIS,BAR_OTO,1,240,Puchov,,,0
CONTINENTAL,CONTINENTAL,225/45R18,3539070000,KIS,KRB,1,40,Korbach,,,0
CONTINENTAL,CONTINENTAL,225/45R18,3539070000,KIS,KRB,KASIM,8,Korbach,,,0
CONTINENTAL,MATADOR,225/45R18,15855100000,KIS,KRB,1,20,Puchov - SKPU,,,0
CONTINENTAL,MATADOR,225/45R18,15855100000,KIS,KRB,KASIM,4,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,225/45R18,3556730000,KIS,BAR_OTO,1,60,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,225/45R18,3556730000,KIS,MUTAFLAR,1,12,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,225/45R18,3551660000,KIS,KRB,1,20,Puchov,,,0
CONTINENTAL,CONTINENTAL,225/45R18,3551660000,KIS,MUTAFLAR,1,12,Puchov,,,0
CONTINENTAL,MATADOR,225/45R19,15855190000,KIS,KRB,1,12,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,225/45R19,3558320000,KIS,KRB,1,8,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,225/45R19,3558320000,KIS,BAR_OTO,1,20,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,225/45R19,3558320000,KIS,MUTAFLAR,1,12,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,225/50R17,3554720000,KIS,BAR_OTO,1,20,Lousado,,,0
CONTINENTAL,MATADOR,225/50R18,15855080000,KIS,KRB,1,12,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,225/50R18,3557560000,KIS,KRB,1,24,Timisoara,,,0
CONTINENTAL,CONTINENTAL,225/50R18,3557560000,KIS,MUTAFLAR,1,20,Timisoara,,,0
CONTINENTAL,CONTINENTAL,225/50R19,3551570000,KIS,KRB,1,40,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,225/50R19,3551570000,KIS,MUTAFLAR,1,12,Sarreguemines,,,0
CONTINENTAL,CONTINENTAL,225/50R19,3551570000,KIS,KRB,KASIM,20,Sarreguemines,,,0
CONTINENTAL,MATADOR,225/55R17,15854900000,KIS,KRB,1,40,Puchov - SKPU,,,0
CONTINENTAL,CONTINENTAL,225/55R17,3556740000,KIS,KRB,1,24,Timisoara,,,0
CONTINENTAL,CONTINENTAL,225/55R17,3556740000,KIS,MUTAFLAR,1,8,Timisoara,,,0
CONTINENTAL,CONTINENTAL,225/55R17,3539120000,KIS,KRB,1,8,Korbach,,,0
CONTINENTAL,CONTINENTAL,225/55R17,3539120000,KIS,MUTAFLAR,1,12,Korbach,,,0
